Property Title,Price,Area,BHK,Bathrooms,Furnishing,Seller Type,Locality,City,Source,Raw_Details
"3 BHK Flat for Sale in Eden Godrej Garden city, Sarkhej Gandhinagar Highway, Ahmedabad",₹87 Lac,1332 sqft,3 BHK,N/A,Unfurnished,Owner,"Eden Godrej Garden city, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Posted: Sep 09, '25 | Owner: Sandip Patil | 3 BHK Flat for Sale in Eden Godrej Garden city, Sarkhej Gandhinagar Highway, Ahmedabad | Eden Godrej Garden city | Super Area | 1332 sqft | Status | Ready to Move | Floor | 11 out of 12 | Transaction | Resale | Furnishing | Unfurnished | facing | North - East | overlooking | Garden/Park, Pool, Main Road | Society | Eden Godrej Garden city | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 2 | Multistorey apartment is available for sale. It has covered area 1332 Sq-ft. Its Garden and Open facing. | View Property | Nearby | Pmg Hospital ( Orthopedic Joint Replacement & Advanced Surgical Center ) | Dev Arc Mall | ₹ | 87 Lac | ₹ | 6532 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Umiya Shayona Arise, Naroda, Ahmedabad",₹46.5 Lac,738 sqft,2 BHK,N/A,Unfurnished,Owner,"Umiya Shayona Arise, Naroda, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Posted: 3 months ago | Owner: Nilesh Panchal | 2 BHK Flat for Sale in Umiya Shayona Arise, Naroda, Ahmedabad | Umiya Shayona Arise | Carpet Area | 738 sqft | Status | Ready to Move | Floor | 4 out of 11 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park, Main Road | Society | Umiya Shayona Arise | Ownership | Co-operative Society | Bathroom | 2 | Balcony | 1 | East Facing Property | Ring Road Location, Dastan circle. Fresh Property. | View Property | Nearby | Galaxy Tower | NIMBESWAR SUPER MARKET | Naroda Science college | BEST ENGLISH SCHOOL | Uma Multispeciality Hospital | Shalby Hospital | Reliance Fresh Vegetable Purchase | DMart | Naroda Gam Bus Stop | Kathwada Turning Bus Stop | ₹ | 46.5 Lac | ₹ | 3720 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Rajyash Reeva, Vasna, Ahmedabad",₹72 Lac,750 sqft,3 BHK,N/A,Semi-Furnished,Owner,"Rajyash Reeva, Vasna, Ahmedabad",Ahmedabad,MagicBricks,"14 | + | Photos | Updated 3 months ago | Owner: Vaibhav Shah | 3 BHK Flat for Sale in Rajyash Reeva, Vasna, Ahmedabad | Rajyash Reeva | Super Area | 750 sqft | Status | Ready to Move | Floor | 13 out of 14 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | overlooking | Garden/Park, Pool, Main Road | Society | Rajyash Reeva | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | East Facing Property | Multistorey apartment is available for sale. Clubhouse amenities, road facing, in good location. | View Property | Nearby | Ruth Memorial School | Ahmedabad Arts and Commerce College | Jivandeep Hospital | APMC Metro Station | Vasna Bus Stop | ₹ | 72 Lac | ₹ | 9600 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Aashray Arise, Shilaj, Ahmedabad",₹85 Lac,1550 sqft,3 BHK,N/A,Furnished,Owner,"Aashray Arise, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,"11 | + | Photos | Updated 3 weeks ago | Owner: Viren | 3 BHK Flat for Sale in Aashray Arise, Shilaj, Ahmedabad | Aashray Arise | Super Area | 1550 sqft | Floor | 10 | Transaction | Resale | Furnishing | Furnished | Society | Aashray Arise | Bathroom | 3 | View Property | Nearby | Shilp The Address | RK Sandipani School | Amrut Indian School | Amijeet Hospital | Thaltej Shilaj Railway Overbridge | ₹ | 85 Lac | ₹ | 5483 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Milan Karnavati 4, Narolgam, Ahmedabad",₹55 Lac,157 sqyrd,3 BHK,N/A,Furnished,Owner,"Milan Karnavati 4, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,"4 | + | Photos | Updated 3 months ago | Owner: Rishiprakash S Sharma | 3 BHK Flat for Sale in Milan Karnavati 4, Narolgam, Ahmedabad | Milan Karnavati 4 | Carpet Area | 157 sqyrd | Status | Ready to Move | Floor | 3 out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Milan Karnavati 4 | Bathroom | 3 | Balcony | 1 | View Property | Nearby | Mahadev Super Market | Sagar Super Mall | Ekta Medium School | Vishva Bharati School | Hospital Amdabad | Ocean Hospital | Sagar Super Mall | Narol Gam Bus Stand | Parmarnu Garnalu Bus Stop | ₹ | 55 Lac | ₹ | 3892 per sqft | Contact Owner | Get Phone No."
1 BHK Flat for Sale in Ahmedabad,₹39 Lac,550 sqft,1 BHK,N/A,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,"14 | + | Photos | Posted: Sep 18, '25 | Owner: laxmi | 1 BHK Flat for Sale in Ahmedabad | Carpet Area | 550 sqft | Status | Ready to Move | Floor | 5 out of 10 | Transaction | Resale | Furnishing | Semi-Furnished | Bathroom | 1 | Balcony | 1 | View Property | ₹ | 39 Lac | ₹ | 3545 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Vandemataram Greens, Ghatlodiya, Ahmedabad",₹53.8 Lac,920 sqft,2 BHK,N/A,Furnished,Owner,"Vandemataram Greens, Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: 3 months ago | Owner: Hello | 2 BHK Flat for Sale in Vandemataram Greens, Ghatlodiya, Ahmedabad | Vandemataram Greens | Carpet Area | 920 sqft | Status | Ready to Move | Floor | 3 out of 4 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Main Road | Society | Vandemataram Greens | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | East Facing Property | View Property | Nearby | Calorx Public School | Amrita Vidyalayam | Kalasagar Shopping Hub | gajanand masala & more | Gopalnagar Bus Stop | Satadhar Char Rasta BRTS Bus Stop | ₹ | 53.8 Lac | ₹ | 4886 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Saanvi Nirman Celesta, Ghuma, Ahmedabad",₹58 Lac,1050 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Saanvi Nirman Celesta, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,"8 | + | Photos | Posted: Sep 03, '25 | Owner: nikita | 2 BHK Flat for Sale in Saanvi Nirman Celesta, Ghuma, Ahmedabad | Saanvi Nirman Celesta | Super Area | 1050 sqft | Status | Ready to Move | Floor | 6 out of 13 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Saanvi Nirman Celesta | Bathroom | 2 | View Property | Nearby | Newyork Dharshan Complex | Shanti Junior School | Matoshree Hospital | Vaibhav Shopping Complex | Atmajyot Shopping Centre | ₹ | 58 Lac | ₹ | 5524 per sqft | Contact Owner | Get Phone No."
"1 BHK Flat for Sale in Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",₹35 Lac,450 sqft,1 BHK,N/A,Furnished,Owner,"Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Updated 4 weeks ago | Owner: jyoti jyoti | 1 BHK Flat for Sale in Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad | Vrindavan Godrej Garden City | Super Area | 450 sqft | Status | Ready to Move | Floor | 9 out of 12 | Transaction | Resale | Furnishing | Furnished | overlooking | Garden/Park, Pool, Main Road | Society | Vrindavan Godrej Garden City | Bathroom | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Pmg Hospital ( Orthopedic Joint Replacement & Advanced Surgical Center ) | Dev Arc Mall | ₹ | 35 Lac | ₹ | 7778 per sqft | Contact Owner | Get Phone No."
"1 BHK Flat for Sale in Radhey Residency, Hathijan, Ahmedabad",₹20 Lac,700 sqft,1 BHK,1,Semi-Furnished,Owner,"Radhey Residency, Hathijan, Ahmedabad",Ahmedabad,MagicBricks,"11 | + | Photos | Updated 3 weeks ago | Owner: andy | 1 BHK Flat for Sale in Radhey Residency, Hathijan, Ahmedabad | Radhey Residency | Carpet Area | 700 sqft | Status | Ready to Move | Floor | 4 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | overlooking | Main Road | Society | Radhey Residency | Ownership | Freehold | Car Parking | 2 Open | Bathroom | 1 | Balcony | 1 | East Facing Property | This Multistorey Apartment at 4th faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. High quality flooring of types Vitrified are available in different rooms. Interested to sell residential apartment. ::::At the Prime location Placed at hathijan circle . On the Ahmedabad Outer ring road 1000 sq.Ft.(Super-Builtup area) is the area of the property. ::::Want to sell it for ""twenty lakh rupees"". Building has 5 total floors and property is located on 4nd floor. Its a under 5 years construction. It has spacious 1 bedroom and 1 bathroom and Good location for the employee work at the GIDS area very near to maninagar, Vatva ,Jashodanagar | View Property | Nearby | Shree Brahmanand Institute of Business Administration | ₹ | 20 Lac | ₹ | 2000 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Jagatpur, Ahmedabad",₹52 Lac,661 sqft,2 BHK,2,Unfurnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Updated 3 weeks ago | Owner: Harish Kushwah | 2 BHK Flat for Sale in Jagatpur, Ahmedabad | Carpet Area | 661 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Unfurnished | overlooking | Garden/Park, Pool, Main Road | Bathroom | 2 | Discover the perfect blend of comfort and modern living with this spacious 2 BHK flat for sale in the prime locality of Jagatpur, Ahmedabad. Ideal for families, this property offers a contemporary lifestyle with excellent connectivity and amenities.::::::Property Specifications ::::::Welcome to this thoughtfully designed 2 BHK flat, situated on the 4th floor of a well-maintained 13-floor residential complex in Jagatpur, Ahmedabad. Spanning a spacious super built-up area of 105 sq. yards, this unfurnished property is perfect for crafting a home that reflects your style.::::::The flat features 2 well-proportioned bedrooms and 2 bathrooms, with one attached and one common, both equipped with geyser points for convenience. Enjoy the serene garden view from the two balconies—one attached to the bedroom and the other extending from the hall. The L-shaped living-cum-dining area is ideal for family gatherings, while the additional store room provides ample storage space.::::::The normal kitchen is fitted with a piped gas connection and an attached utility area for enhanced functionality. The vitrified tile flooring adds a sleek and modern touch to the interiors. The property is Vastu-compliant and faces East, welcoming natural light and positive energy throughout the day.::::::Facilities::::::A covered parking space is available for the safety of your vehicle. The property is equipped with 24-hour water supply and 100% power backup, ensuring uninterrupted services at all times. For security, a dedicated security guard and CCTV surveillance are in place, offering peace of mind. The building is equipped with two lifts for smooth accessibility. Residents can also enjoy premium amenities such as a well-maintained clubhouse, a fully-equipped gym, and a serene garden for relaxation and recreation, making this an ideal home for families and professionals alike.::::::Locality ::::::Situated near Krishna Heights, this property enjoys a prime location in Jagatpur, Ahmedabad, offering excellent connectivity and accessibility to essential facilities. Schools and hospitals are conveniently located within a kilometer, ensuring educational and healthcare needs are met with ease. Malls and supermarkets are nearby, providing shopping and daily essentials within a short distance. Banks and ATMs are also readily accessible, adding to the convenience of the area.Public transport options, including buses and autos, are available in close proximity, facilitating seamless travel. Additionally, the Sabarmati Metro Station is just 5 km away, enhancing connectivity to other parts of the city.:: | View Property | Nearby | Global Indian International School | ₹ | 52 Lac | ₹ | 5503 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Sanidhya Flora New Ranip, New Ranip, Ahmedabad",₹47 Lac,120 sqm,2 BHK,N/A,Furnished,Owner,"Sanidhya Flora New Ranip, New Ranip, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Updated 1 month ago | Owner: Sachidanand Singh | 2 BHK Flat for Sale in Sanidhya Flora New Ranip, New Ranip, Ahmedabad | Sanidhya Flora New Ranip | Carpet Area | 120 sqm | Status | Ready to Move | Floor | 4 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Main Road | Society | Sanidhya Flora New Ranip | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | East Facing Property | View Property | Nearby | Magnate Square | Arpan School | Aaishree Chemistry Zone | Lotus Women Hospital | New Ranip Bus Stop | ₹ | 47 Lac | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Hindva Skybell, Vastral, Ahmedabad",₹85 Lac,2043 sqft,3 BHK,N/A,Furnished,Owner,"Hindva Skybell, Vastral, Ahmedabad",Ahmedabad,MagicBricks,"17 | + | Photos | Posted: Sep 14, '25 | Owner: tirth pujara | 3 BHK Flat for Sale in Hindva Skybell, Vastral, Ahmedabad | Hindva Skybell | Super Area | 2043 sqft | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Hindva Skybell | Bathroom | 3 | Balcony | 2 | View Property | Nearby | Shreeji Shopping Center | Ved Arcade Mall | Crystal International Public School | Podar International School Vastral | Shyambhu Hospital | Avadh Multispeciality Hospital | Karnavati Mega Mall | Ved Arcade Mall | Metro Rail Project Line | Vastral Metro Station | ₹ | 85 Lac | ₹ | 4161 per sqft | Contact Owner | Get Phone No."
"1 BHK Flat for Sale in Vastral, Ahmedabad",₹32 Lac,91 sqft,1 BHK,N/A,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks,"14 | + | Photos | Posted: Sep 17, '25 | Owner: Patel Sachin | 1 BHK Flat for Sale in Vastral, Ahmedabad | Carpet Area | 91 sqft | Status | Ready to Move | Floor | 5 out of 5 | Transaction | Resale | Furnishing | Furnished | Bathroom | 1 | Balcony | 2 | View Property | Nearby | Kankubag Mall | Ved Arcade Mall | Podar International School Vastral | Leap International Pre School | Avadh Multispeciality Hospital | Shyambhu Hospital | Ved Arcade Mall | Ved Arcade Mall | Vastral Gam Metro Station | Nirant Cross Road | ₹ | 32 Lac | ₹ | 35165 per sqft | Contact Owner | Get Phone No."
"1 BHK Flat for Sale in Vastral, Ahmedabad",₹17 Lac,535 sqft,1 BHK,N/A,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Posted: Sep 16, '25 | Owner: Diket Mistry Suthar | 1 BHK Flat for Sale in Vastral, Ahmedabad | Carpet Area | 535 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Furnished | overlooking | Garden/Park, Pool, Main Road | Car Parking | 1 Covered, | Bathroom | 1 | Balcony | 1 | View Property | Nearby | Ved Arcade Mall | Kankubag Mall | United School | Leap International Pre School | Shyambhu Hospital | Avadh Multispeciality Hospital | Ved Arcade Mall | Karnavati Mega Mall | Metro Rail Project Line | Nirant Cross Road | ₹ | 17 Lac | ₹ | 2221 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Unity Domain Heights, Shyamal Cross Road, Ahmedabad",₹1.10 Cr,1377 sqft,2 BHK,N/A,Unfurnished,Owner,"Unity Domain Heights, Shyamal Cross Road, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Posted: 3 months ago | Owner: HIREN | 2 BHK Flat for Sale in Unity Domain Heights, Shyamal Cross Road, Ahmedabad | Unity Domain Heights | Super Area | 1377 sqft | Status | Ready to Move | Floor | 3 out of 14 | Transaction | Resale | Furnishing | Unfurnished | Society | Unity Domain Heights | Bathroom | 2 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Don Bosco English School | ₹ | 1.10 Cr | ₹ | 7988 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Jain Nagar Paldi, Ahmedabad",₹1.25 Cr,2205 sqft,3 BHK,N/A,Unfurnished,Owner,"Jain Nagar Paldi, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Updated 1 month ago | Owner: Shah Paras Yogeshbhai | 3 BHK Flat for Sale in Jain Nagar Paldi, Ahmedabad | Carpet Area | 2205 sqft | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Unfurnished | facing | North | overlooking | Main Road | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | Siruated at Suvidha Main Road, Near Parimal Underbridge | View Property | ₹ | 1.25 Cr | Contact Owner | Get Phone No."
2 BHK Flat for Sale in Ahmedabad,₹52 Lac,800 sqft,2 BHK,N/A,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,8 | + | Photos | Posted: 3 months ago | Owner: desai hiren | 2 BHK Flat for Sale in Ahmedabad | Carpet Area | 800 sqft | Status | Ready to Move | Floor | 7 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Bathroom | 2 | Balcony | 1 | View Property | ₹ | 52 Lac | ₹ | 3858 per sqft | Contact Owner | Get Phone No.
"2 BHK Flat for Sale in Garden Paradise, Bopal, Ahmedabad",₹46 Lac,110 sqyrd,2 BHK,N/A,Furnished,Owner,"Garden Paradise, Bopal, Ahmedabad",Ahmedabad,MagicBricks,"16 | + | Photos | Posted: 3 months ago | Owner: Sandeep Gonsai | 2 BHK Flat for Sale in Garden Paradise, Bopal, Ahmedabad | Garden Paradise | Carpet Area | 110 sqyrd | Status | Ready to Move | Floor | 1 out of 5 | Transaction | Resale | Furnishing | Furnished | Society | Garden Paradise | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Sobo Center | TRP Mall | Shiv Ashish School | The New Tulip International School | Galaxy Hospital - Multispeciality Hospital | Poojan Hospital | Aaradhya Complex | Apple Tree | Ambli Gam Brts Bus Stop | ₹ | 46 Lac | ₹ | 4089 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Naroda Road, Ahmedabad",₹75 Lac,1050 sqft,3 BHK,N/A,Unfurnished,Owner,"Naroda Road, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Updated 1 month ago | Owner: Hitesh shah | 3 BHK Flat for Sale in Naroda Road, Ahmedabad | Carpet Area | 1050 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Main Road | Ownership | Freehold | Bathroom | 3 | Balcony | 2 | East Facing Property | View Property | Nearby | Hasmukh Goswami College of Engineering | ₹ | 75 Lac | ₹ | 5000 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Orchid Valley, Bhavya Park, Ahmedabad",₹51 Lac,125 sqyrd,2 BHK,N/A,Semi-Furnished,Owner,"Orchid Valley, Bhavya Park, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Posted: Sep 04, '25 | Owner: Sanjay Shejwalkar | 2 BHK Flat for Sale in Orchid Valley, Bhavya Park, Ahmedabad | Orchid Valley | Super Area | 125 sqyrd | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | Society | Orchid Valley | Ownership | Co-operative Society | Bathroom | 2 | East Facing Property | Centrally located. Close TRP mall and BRTS BUS stand. | View Property | ₹ | 51 Lac | ₹ | 4533 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Paldi, Ahmedabad",₹68 Lac,1350 sqft,3 BHK,N/A,Semi-Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Updated 1 month ago | Owner: Anjaria | 3 BHK Flat for Sale in Paldi, Ahmedabad | Super Area | 1350 sqft | Status | Ready to Move | Floor | 2 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | facing | South - East | Ownership | Co-operative Society | Car Parking | 2 Open | Bathroom | 3 | Balcony | 1 | Balcony on main road facing Mahalaxmi TempleAll Brahmin and Jain Neighborhood24hrs waterGas pipeline added.Furniture to be sold at additional nominal cost3 Toilet Bathroom 2 attached 1 common with Balcony | View Property | Nearby | Dadi Market | S.L.U. Arts and H. & .P Thakore Commerce College for Women | Navchetan High School | Apollo Cancer Hospital | Aarna Superspeciality Hospital | Paldi Station Metro | Paldi Bus Stand | ₹ | 68 Lac | ₹ | 5037 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Hirawadi, Bapunagar, Ahmedabad",₹35 Lac,900 sqft,2 BHK,N/A,Furnished,Owner,"Hirawadi, Bapunagar, Ahmedabad",Ahmedabad,MagicBricks,"5 | + | Photos | Posted: Sep 05, '25 | Owner: Lucky | 2 BHK Flat for Sale in Hirawadi, Bapunagar, Ahmedabad | Carpet Area | 900 sqft | Status | Ready to Move | Floor | 2 out of 4 | Transaction | Resale | Furnishing | Furnished | facing | North - East | overlooking | Main Road | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | including sofa set, LED TV, geyser, double bed | View Property | ₹ | 35 Lac | ₹ | 3182 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Orange Paarijat Vishwas, Vatva, Ahmedabad",₹31 Lac,576 sqft,3 BHK,N/A,Semi-Furnished,Owner,"Orange Paarijat Vishwas, Vatva, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: 3 months ago | Owner: Ajesh pandav | 3 BHK Flat for Sale in Orange Paarijat Vishwas, Vatva, Ahmedabad | Orange Paarijat Vishwas | Carpet Area | 576 sqft | Status | Ready to Move | Floor | 4 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Orange Paarijat Vishwas | Bathroom | 2 | View Property | Nearby | South Prime | Gajanand Shopping Centre | Aim International school | S K English school | Sparsh Multispeciality Hospital | URJA MULTISPECIALITY HOSPITAL | Bimnath Shopping Centre | Al_Falah Complexr | Vatva Railway Station | Vatva Bus Stop | ₹ | 31 Lac | ₹ | 4821 per sqft | Contact Owner | Get Phone No."
"4 BHK Flat for Sale in Excellife Vivekanand Arise, Satellite, Ahmedabad",₹2.15 Cr,2550 sqft,4 BHK,N/A,Unfurnished,Owner,"Excellife Vivekanand Arise, Satellite, Ahmedabad",Ahmedabad,MagicBricks,"42 | + | Photos | Posted: Sep 17, '25 | Owner: ketan mavani | 4 BHK Flat for Sale in Excellife Vivekanand Arise, Satellite, Ahmedabad | Excellife Vivekanand Arise | Super Area | 2550 sqft | Status | Ready to Move | Floor | 1 out of 12 | Transaction | Resale | Furnishing | Unfurnished | facing | East | Society | Excellife Vivekanand Arise | Bathroom | 4 | Balcony | 1 | East Facing Property | View Property | Nearby | Alpha Business Park | Iscon Emporio | Saturn Upsc Gpsc Training Centre | Educare Institute | Gujarat Child Care Hospital | Shaavi Hospital | Star Bazaar | Brand Factory | Iskon Bus Stop | Nehrunagar Bus Stop | ₹ | 2.15 Cr | ₹ | 8431 per sqft | Contact Owner | Get Phone No."
2 BHK Flat for Sale in Ahmedabad,₹22 Lac,100 sqyrd,2 BHK,N/A,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,10 | + | Photos | Updated 3 months ago | Owner: Jiten | 2 BHK Flat for Sale in Ahmedabad | Carpet Area | 100 sqyrd | Status | Ready to Move | Floor | 3 out of 4 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | Balcony | 2 | View Property | ₹ | 22 Lac | Contact Owner | Get Phone No.
"3 BHK Flat for Sale in Siddhipriya Imperial, Ghuma, Ahmedabad",₹75 Lac,1701 sqft,3 BHK,N/A,Unfurnished,Owner,"Siddhipriya Imperial, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,"22 | + | Photos | Updated 1 month ago | Owner: Rasikbhai | 3 BHK Flat for Sale in Siddhipriya Imperial, Ghuma, Ahmedabad | Siddhipriya Imperial | Super Area | 1701 sqft | Status | Ready to Move | Floor | 11 out of 14 | Transaction | Resale | Furnishing | Unfurnished | Society | Siddhipriya Imperial | Bathroom | 3 | View Property | Nearby | Newyork Dharshan Complex | Shanti Junior School | Matoshree Hospital | Vaibhav Shopping Complex | Atmajyot Shopping Centre | ₹ | 75 Lac | ₹ | 4409 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Chanchal Saransh Earth, Vasna, Ahmedabad",₹60 Lac,780 sqft,2 BHK,N/A,Furnished,Owner,"Chanchal Saransh Earth, Vasna, Ahmedabad",Ahmedabad,MagicBricks,"11 | + | Photos | Updated 3 months ago | Owner: Jignesh Gandhi | 2 BHK Flat for Sale in Chanchal Saransh Earth, Vasna, Ahmedabad | Chanchal Saransh Earth | Carpet Area | 780 sqft | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Chanchal Saransh Earth | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Ahmedabad Arts and Commerce College | Ruth Memorial School | Jivandeep Hospital | Telephone Exchange (Vasna) Bus Stop | Rajiv Nagar Metro Station | ₹ | 60 Lac | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Devkunj Apartment, Motera, Ahmedabad",₹85 Lac,104 sqyrd,3 BHK,N/A,Furnished,Owner,"Devkunj Apartment, Motera, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Posted: 3 months ago | Owner: karnav patel | 3 BHK Flat for Sale in Devkunj Apartment, Motera, Ahmedabad | Devkunj Apartment | Carpet Area | 104 sqyrd | Status | Ready to Move | Floor | 3 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | North - East | overlooking | Main Road | Society | Devkunj Apartment | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 2 | View Property | Nearby | North Plaza | 4D Square Mall, Motera | IDP School | Swastik School | Sentara Hospital | Matis Multispeciality Hospital | Agora Mall | DMart | Maruti Nandan-1 Bus Stop | Madhav Bungalows-1 Bus Stop | ₹ | 85 Lac | ₹ | 5366 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Ghuma Gam, Ahmedabad",₹45 Lac,1420 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Ghuma Gam, Ahmedabad",Ahmedabad,MagicBricks,"1 | Photo | Updated 4 weeks ago | Owner: Rajan verma | 2 BHK Flat for Sale in Ghuma Gam, Ahmedabad | Carpet Area | 1420 sqft | Status | Ready to Move | Floor | Upper Basement out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | facing | North - East | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 2 | Balcony | 3 | View Property | ₹ | 45 Lac | ₹ | 2432 per sqft | Contact Owner | Get Phone No."
"1 BHK Flat for Sale in Samruddhi Residency, Narolgam, Ahmedabad",₹35 Lac,700 sqft,1 BHK,N/A,Furnished,Owner,"Samruddhi Residency, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: 3 months ago | Owner: Satishbhai Shah | 1 BHK Flat for Sale in Samruddhi Residency, Narolgam, Ahmedabad | Samruddhi Residency | Carpet Area | 700 sqft | Status | Ready to Move | Floor | Ground out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Samruddhi Residency | Ownership | Freehold | Bathroom | 1 | Landmark Metro Station is near at our site, Torrent Power House is also near at our house. | View Property | Nearby | Mahadev Super Market | Sagar Super Mall | Ekta Medium School | Vishva Bharati School | Hospital Amdabad | Ocean Hospital | Sagar Super Mall | Narol Gam Bus Stand | Parmarnu Garnalu Bus Stop | ₹ | 35 Lac | ₹ | 5072 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Bhuyangdev Cross Road, Ahmedabad",₹65 Lac,1170 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Bhuyangdev Cross Road, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Posted: Sep 16, '25 | Owner: krithika | 2 BHK Flat for Sale in Bhuyangdev Cross Road, Ahmedabad | Carpet Area | 1170 sqft | Status | Ready to Move | Floor | 6 out of 10 | Transaction | Resale | Furnishing | Semi-Furnished | facing | West | overlooking | Main Road, Garden/Park | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | very good area.. and big in size | View Property | ₹ | 65 Lac | ₹ | 3714 per sqft | Contact Owner | Get Phone No."
