Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source,Locality_Encoded,Furnishing_Encoded,Locality_Tier,Locality_Tier_Encoded,BHK_Tier_Interaction
"3 BHK Flat for Sale in Prerna Shikhar Appartments, Bodakdev, Ahmedabad",1.95,2070.0,3.0,3.0,Furnished,Owner,"Prerna Shikhar Appartments, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,661,0,Budget,0,0.0
"2 BHK Flat for Sale in Jagatpur, Ahmedabad",59.9,5800.0,2.0,2.0,Furnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,392,0,Mid-Range,2,4.0
"3 BHK Flat for Sale in Tulsi Shyam Saanvi, Chandkheda, Ahmedabad",65.0,210.0,3.0,3.0,Unfurnished,Owner,"Tulsi Shyam Saanvi, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,1124,2,High-End,1,3.0
"3 BHK Flat for Sale in Sharanam 11, Ramdev Nagar, Ahmedabad",1.4,1100.0,3.0,3.0,Furnished,Owner,"Sharanam 11, Ramdev Nagar, Ahmedabad",Ahmedabad,MagicBricks,882,0,Budget,0,0.0
"3 BHK Flat for Sale in Serenity Shivam, South Bopal, Bopal, Ahmedabad",71.8,1795.0,3.0,3.0,Unfurnished,Agent,"Serenity Shivam, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,854,2,Premium,3,9.0
2 BHK Flat for Sale in Ahmedabad,45.0,980.0,2.0,2.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Goyal Orchid Regal, Sanand Sarkhej Road, Ahmedabad",1.42,2332.0,3.0,3.0,Unfurnished,Owner,"Goyal Orchid Regal, Sanand Sarkhej Road, Ahmedabad",Ahmedabad,MagicBricks,334,2,Budget,0,0.0
"3 BHK Flat for Sale in Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",53.6,165.0,3.0,3.0,Unfurnished,Owner,"Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1026,2,High-End,1,3.0
"3 BHK Flat for Sale in Ishan Heights, Chandkheda, Ahmedabad",95.0,1100.0,3.0,3.0,Unfurnished,Owner,"Ishan Heights, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,389,2,High-End,1,3.0
"2 BHK Flat for Sale in Goyal Orchid Paradise, South Bopal, Bopal, Ahmedabad",61.0,1220.0,2.0,2.0,Unfurnished,Agent,"Goyal Orchid Paradise, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,333,2,High-End,1,2.0
"3 BHK Flat for Sale in Balvatika, Ahmedabad",1.0,175.0,3.0,3.0,Semi-Furnished,Owner,"Balvatika, Ahmedabad",Ahmedabad,MagicBricks,162,1,Budget,0,0.0
"2 BHK Flat for Sale in Sarkhej Gandhinagar Highway, Ahmedabad",87.5,129.0,2.0,2.0,Semi-Furnished,Owner,"Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,816,1,High-End,1,2.0
"3 BHK Flat for Sale in Kavish Karnavati Skylane, New Maninagar, Ahmedabad",85.0,1960.0,3.0,3.0,Furnished,Owner,"Kavish Karnavati Skylane, New Maninagar, Ahmedabad",Ahmedabad,MagicBricks,433,0,Premium,3,9.0
"3 BHK Flat for Sale in United Serene Elegancy, Ambli, Ahmedabad",1.1,1760.0,3.0,3.0,Unfurnished,Agent,"United Serene Elegancy, Ambli, Ahmedabad",Ahmedabad,MagicBricks,1136,2,Budget,0,0.0
"3 BHK Flat for Sale in Indraprasth 8, Thaltej, Ahmedabad",2.7,1690.0,3.0,3.0,Furnished,Agent,"Indraprasth 8, Thaltej, Ahmedabad",Ahmedabad,MagicBricks,382,0,Budget,0,0.0
"3 BHK Flat for Sale in Tithi Satyamev Vista, Sarkhej Gandhinagar Highway, Ahmedabad",1.25,1224.0,3.0,3.0,Semi-Furnished,Owner,"Tithi Satyamev Vista, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,1119,1,Budget,0,0.0
2 BHK Flat for Sale in Ahmedabad,71.0,1200.0,2.0,2.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,0,Mid-Range,2,4.0
"2 BHK Flat for Sale in Nikol Road, Ahmedabad",27.0,750.0,2.0,2.0,Unfurnished,Owner,"Nikol Road, Ahmedabad",Ahmedabad,MagicBricks,573,2,High-End,1,2.0
"2 BHK Flat for Sale in Dharmadev Project Swaminarayan Park, Ahmedabad",26.5,150.0,2.0,2.0,Semi-Furnished,Owner,"Dharmadev Project Swaminarayan Park, Ahmedabad",Ahmedabad,MagicBricks,235,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Tathya Ashraya 10, Chamunda Nagar New Ranip, Ahmedabad",59.5,1000.0,3.0,3.0,Semi-Furnished,Owner,"Tathya Ashraya 10, Chamunda Nagar New Ranip, Ahmedabad",Ahmedabad,MagicBricks,1105,1,High-End,1,3.0
"2 BHK Flat for Sale in Sughad, Ahmedabad",41.0,1179.0,2.0,2.0,Unfurnished,Owner,"Sughad, Ahmedabad",Ahmedabad,MagicBricks,1045,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Shlok Pushkar Gold, Isanpur, Ahmedabad",4.3,160.0,2.0,2.0,Unfurnished,Owner,"Shlok Pushkar Gold, Isanpur, Ahmedabad",Ahmedabad,MagicBricks,928,2,Budget,0,0.0
"2 BHK Flat for Sale in Darshan Alok Paradise 2, Vastral, Ahmedabad",47.0,130.0,2.0,2.0,Unknown,Owner,"Darshan Alok Paradise 2, Vastral, Ahmedabad",Ahmedabad,MagicBricks,204,3,High-End,1,2.0
"3 BHK Flat for Sale in Indraprasth Drive In, Drive In Road, Ahmedabad",75.0,2349.0,3.0,3.0,Semi-Furnished,Owner,"Indraprasth Drive In, Drive In Road, Ahmedabad",Ahmedabad,MagicBricks,383,1,Mid-Range,2,6.0
"3 BHK Flat for Sale in Vishwakarma Vihar, Ahmedabad",2.3,1380.0,3.0,3.0,Unfurnished,Agent,"Vishwakarma Vihar, Ahmedabad",Ahmedabad,MagicBricks,1181,2,Budget,0,0.0
"2 BHK Flat for Sale in Paramearth Param Nest, Daskroi, Ahmedabad",75.0,1422.0,2.0,2.0,Unfurnished,Owner,"Paramearth Param Nest, Daskroi, Ahmedabad",Ahmedabad,MagicBricks,621,2,Premium,3,6.0
"2 BHK Flat for Sale in Motera, Ahmedabad",62.0,1170.0,2.0,2.0,Semi-Furnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks,529,1,High-End,1,2.0
"3 BHK Flat for Sale in Skylon, Ahmedabad",1.15,1890.0,3.0,3.0,Semi-Furnished,Owner,"Skylon, Ahmedabad",Ahmedabad,MagicBricks,1020,1,Budget,0,0.0
"2 BHK Flat for Sale in Venus Parkland, Vejalpur, Jivraj park, Ahmedabad",55.0,1242.0,2.0,2.0,Furnished,Owner,"Venus Parkland, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,1167,0,High-End,1,2.0
1 BHK Flat for Sale in Ahmedabad,39.0,550.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,2.0
"4 BHK Flat for Sale in Samvaad Mahogany, Thaltej, Ahmedabad",4.0,3175.0,4.0,4.0,Unfurnished,Agent,"Samvaad Mahogany, Thaltej, Ahmedabad",Ahmedabad,MagicBricks,775,2,Budget,0,0.0
"3 BHK Flat for Sale in Sangath Pearl, Motera, Ahmedabad",1.3,1600.0,3.0,3.0,Semi-Furnished,Agent,"Sangath Pearl, Motera, Ahmedabad",Ahmedabad,MagicBricks,783,1,Budget,0,0.0
"2 BHK Flat for Sale in Adarsh Tulip Skyview, Narolgam, Ahmedabad",37.0,1685.0,2.0,2.0,Unfurnished,Owner,"Adarsh Tulip Skyview, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,61,2,High-End,1,2.0
"2 BHK Flat for Sale in Vastral, Ahmedabad",45.0,600.0,2.0,2.0,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks,1159,0,Mid-Range,2,4.0
"2 BHK Flat for Sale in Shyam sundar Residency, Nandej, Ahmedabad",29.0,990.0,2.0,2.0,Unfurnished,Owner,"Shyam Sundar Residency, Nandej, Ahmedabad",Ahmedabad,MagicBricks,991,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Rajvi Residency, Nikol, Ahmedabad",38.0,900.0,2.0,2.0,Unfurnished,Owner,"Rajvi Residency, Nikol, Ahmedabad",Ahmedabad,MagicBricks,689,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Divyajyot Sarang Lakeview, Vaishnodevi Circle, Ahmedabad",1.35,1287.0,3.0,3.0,Unfurnished,Owner,"Divyajyot Sarang Lakeview, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,243,2,Budget,0,0.0
"3 BHK Flat for Sale in Chinmay Tower, Gurukul, Ahmedabad",60.0,125.0,3.0,3.0,Semi-Furnished,Owner,"Chinmay Tower, Gurukul, Ahmedabad",Ahmedabad,MagicBricks,199,1,High-End,1,3.0
"3 BHK Flat for Sale in TCC Imperia Vista, Zundal, Ahmedabad",75.0,1845.0,3.0,3.0,Unfurnished,Owner,"Tcc Imperia Vista, Zundal, Ahmedabad",Ahmedabad,MagicBricks,1107,2,Premium,3,9.0
"3 BHK Flat for Sale in Adani Shantigram Waterlily, Vaishnodevi Circle, Ahmedabad",2.15,1347.0,3.0,3.0,Furnished,Owner,"Adani Shantigram Waterlily, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,54,0,Budget,0,0.0
"3 BHK Flat for Sale in Richmond Grand, Prahlad Nagar, Ahmedabad",92.0,1485.0,3.0,3.0,Furnished,Owner,"Richmond Grand, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,712,0,Premium,3,9.0
"4 BHK Flat for Sale in Saar Saayam, Shilaj, Ahmedabad",1.63,1826.0,4.0,3.0,Unfurnished,Owner,"Saar Saayam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,741,2,Budget,0,0.0
"4 BHK Flat for Sale in Shanti Towar, Nehru Nagar Ambawadi, Ahmedabad",1.0,1150.0,4.0,3.0,Semi-Furnished,Owner,"Shanti Towar, Nehru Nagar Ambawadi, Ahmedabad",Ahmedabad,MagicBricks,874,1,Budget,0,0.0
"2 BHK Flat for Sale in Siddhipriya Shree Lakshminarayan Residency, Bopal, Ahmedabad",55.0,1125.0,2.0,2.0,Furnished,Owner,"Siddhipriya Shree Lakshminarayan Residency, Bopal, Ahmedabad",Ahmedabad,MagicBricks,1008,0,High-End,1,2.0
"2 BHK Flat for Sale in Aroma Aakruti Elegance, Sarkhej Gandhinagar Highway, Ahmedabad",64.0,1305.0,2.0,2.0,Furnished,Owner,"Aroma Aakruti Elegance, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,108,0,Premium,3,6.0
"3 BHK Flat for Sale in A Shridhar Kaveri Soham, Shilaj, Ahmedabad",58.0,1530.0,3.0,3.0,Unfurnished,Owner,"A Shridhar Kaveri Soham, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,6,2,Premium,3,9.0
"3 BHK Flat for Sale in Sun Atmosphere, Shilaj, Ahmedabad",75.0,8000.0,3.0,3.0,Unfurnished,Owner,"Sun Atmosphere, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,1048,2,Premium,3,9.0
"4 BHK Flat for Sale in Deep Indraprasth Shivanta, Ambli, Ahmedabad",2.57,1750.0,4.0,3.0,Unfurnished,Owner,"Deep Indraprasth Shivanta, Ambli, Ahmedabad",Ahmedabad,MagicBricks,210,2,Budget,0,0.0
"2 BHK Flat for Sale in Asmaakam, Makarba Road, Ahmedabad",55.0,1125.0,2.0,2.0,Furnished,Owner,"Asmaakam, Makarba Road, Ahmedabad",Ahmedabad,MagicBricks,137,0,High-End,1,2.0
3 BHK Flat for Sale in Ahmedabad,35.0,300.0,3.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,6.0
"3 BHK Flat for Sale in Sky Leaf, Daskroi, Ahmedabad",83.0,1000.0,3.0,3.0,Unfurnished,Owner,"Sky Leaf, Daskroi, Ahmedabad",Ahmedabad,MagicBricks,1019,2,Premium,3,9.0
"3 BHK Flat for Sale in Shilp Serene, Shilaj, Ahmedabad",1.05,1750.0,3.0,3.0,Unfurnished,Owner,"Shilp Serene, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,906,2,Budget,0,0.0
"3 BHK Flat for Sale in Palm Glory III, Chandkheda, Ahmedabad",97.0,212.0,3.0,3.0,Furnished,Owner,"Palm Glory Iii, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,615,0,High-End,1,3.0
"4 BHK Flat for Sale in Serenity Casa, Science City, Ahmedabad",2.5,238.0,4.0,3.0,Unfurnished,Owner,"Serenity Casa, Science City, Ahmedabad",Ahmedabad,MagicBricks,851,2,Budget,0,0.0
"3 BHK Flat for Sale in Ashapura Samanvay Scintilla, South Bopal, Bopal, Ahmedabad",1.1,1700.0,3.0,3.0,Unfurnished,Owner,"Ashapura Samanvay Scintilla, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,120,2,Mid-Range,2,6.0
"2 BHK Flat for Sale in Saraspur, Ahmedabad",30.0,8700.0,2.0,2.0,Unfurnished,Owner,"Saraspur, Ahmedabad",Ahmedabad,MagicBricks,808,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Vastrapur, Ahmedabad",1.8,1270.0,3.0,3.0,Semi-Furnished,Owner,"Vastrapur, Ahmedabad",Ahmedabad,MagicBricks,1160,1,Mid-Range,2,6.0
"3 BHK Flat for Sale in Bopal, Ahmedabad",2.15,1554.0,3.0,3.0,Unfurnished,Owner,"Bopal, Ahmedabad",Ahmedabad,MagicBricks,187,2,Mid-Range,2,6.0
"2 BHK Flat for Sale in Riverside Park, Vasna, Ahmedabad",43.5,890.0,2.0,2.0,Semi-Furnished,Owner,"Riverside Park, Vasna, Ahmedabad",Ahmedabad,MagicBricks,716,1,High-End,1,2.0
"3 BHK Flat for Sale in Green Acres, Prahlad Nagar, Ahmedabad",1.55,2050.0,3.0,3.0,Furnished,Owner,"Green Acres, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,339,0,Budget,0,0.0
"4 BHK Flat for Sale in swarnim sky, Vejalpur, Jivraj park, Ahmedabad",1.4,220.0,4.0,3.0,Unfurnished,Owner,"Swarnim Sky, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,1084,2,Budget,0,0.0
"3 BHK Flat for Sale in A Shridhar Kaveri Soham, Shilaj, Ahmedabad",60.0,1530.0,3.0,3.0,Unfurnished,Owner,"A Shridhar Kaveri Soham, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,6,2,Premium,3,9.0
"2 BHK Flat for Sale in Shyam Shree Radhe Krishna Royal, Nava Naroda, Ahmedabad",45.0,799.0,2.0,2.0,Unfurnished,Owner,"Shyam Shree Radhe Krishna Royal, Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks,990,2,High-End,1,2.0
"4 BHK Flat for Sale in Tremont Terra, Khodiyar, Ahmedabad",2.8,2255.0,4.0,3.0,Unfurnished,Agent,"Tremont Terra, Khodiyar, Ahmedabad",Ahmedabad,MagicBricks,1121,2,Budget,0,0.0
"5 BHK Flat for Sale in Bhat, Ahmedabad",3.37,750.0,5.0,3.0,Unfurnished,Owner,"Bhat, Ahmedabad",Ahmedabad,MagicBricks,171,2,Budget,0,0.0
"3 BHK Flat for Sale in Sardar Patel Ring Road, Ahmedabad",79.0,159.0,3.0,3.0,Furnished,Owner,"Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks,811,0,High-End,1,3.0
"3 BHK Flat for Sale in Naroda, Ahmedabad",88.0,280.0,3.0,3.0,Unfurnished,Owner,"Naroda, Ahmedabad",Ahmedabad,MagicBricks,548,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in Makarba, Ahmedabad",93.0,1194.0,3.0,3.0,Unfurnished,Owner,"Makarba, Ahmedabad",Ahmedabad,MagicBricks,495,2,Premium,3,9.0
"2 BHK Flat for Sale in Vastral, Ahmedabad",27.5,812.0,2.0,2.0,Unfurnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks,1159,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Kalasagar Skies, Chandkheda, Ahmedabad",63.9,150.0,2.0,2.0,Unfurnished,Builder,"Kalasagar Skies, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,413,2,Premium,3,6.0
3 BHK Flat for Sale in Ahmedabad,2.75,2105.0,3.0,3.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Dev Kasturi Pride, Nikol, Ahmedabad",62.0,1250.0,2.0,2.0,Furnished,Owner,"Dev Kasturi Pride, Nikol, Ahmedabad",Ahmedabad,MagicBricks,218,0,High-End,1,2.0
"1 BHK Flat for Sale in Manipur, Ahmedabad",25.0,495.0,1.0,1.0,Semi-Furnished,Owner,"Manipur, Ahmedabad",Ahmedabad,MagicBricks,506,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Arise Ekant , Chandkheda, Ahmedabad",1.42,333.0,3.0,3.0,Unfurnished,Builder,"Arise Ekant , Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,103,2,Budget,0,0.0
"4 BHK Flat for Sale in Bhat, Ahmedabad",3.65,3150.0,4.0,3.0,Unfurnished,Owner,"Bhat, Ahmedabad",Ahmedabad,MagicBricks,171,2,Budget,0,0.0
"2 BHK Flat for Sale in Prakruti Residency, Vastral, Ahmedabad",35.5,1208.0,2.0,2.0,Unfurnished,Owner,"Prakruti Residency, Vastral, Ahmedabad",Ahmedabad,MagicBricks,646,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Sanskruti Heights, Bavla, Ahmedabad",32.0,135.0,3.0,3.0,Unfurnished,Owner,"Sanskruti Heights, Bavla, Ahmedabad",Ahmedabad,MagicBricks,797,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in Mahavir Nagar Society, Ahmedabad",90.5,1440.0,3.0,3.0,Furnished,Owner,"Mahavir Nagar Society, Ahmedabad",Ahmedabad,MagicBricks,490,0,Premium,3,9.0
"2 BHK Flat for Sale in Vatva, Ahmedabad",35.0,850.0,2.0,2.0,Unfurnished,Owner,"Vatva, Ahmedabad",Ahmedabad,MagicBricks,1163,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Rajshree Heights, CTM, Amraiwadi, Ahmedabad",50.0,1144.0,2.0,2.0,Furnished,Owner,"Rajshree Heights, Ctm, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks,687,0,High-End,1,2.0
"1 BHK Flat for Sale in Smarana, Vejalpur, Jivraj park, Ahmedabad",33.0,670.0,1.0,1.0,Furnished,Agent,"Smarana, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,1023,0,High-End,1,1.0
"4 BHK Flat for Sale in Saiyamm Apricus 2, Shilaj, Ahmedabad",2.6,2200.0,4.0,3.0,Unfurnished,Agent,"Saiyamm Apricus 2, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,766,2,Budget,0,0.0
"3 BHK Flat for Sale in SKJ Siddharth Luxuria, Tragad, Ahmedabad",75.0,186.0,3.0,3.0,Unfurnished,Owner,"Skj Siddharth Luxuria, Tragad, Ahmedabad",Ahmedabad,MagicBricks,1018,2,Premium,3,9.0
"2 BHK Flat for Sale in HN Safal and Goyal Orchid Elegance, South Bopal, Bopal, Ahmedabad",65.0,1230.0,2.0,2.0,Furnished,Owner,"Hn Safal And Goyal Orchid Elegance, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,369,0,Premium,3,6.0
"3 BHK Flat for Sale in Fatehpura, Ahmedabad",1.2,215.0,3.0,3.0,Semi-Furnished,Owner,"Fatehpura, Ahmedabad",Ahmedabad,MagicBricks,266,1,Budget,0,0.0
"3 BHK Flat for Sale in Parshwa Tower, Sarkhej Gandhinagar Highway, Ahmedabad",85.0,150.0,3.0,3.0,Semi-Furnished,Owner,"Parshwa Tower, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,627,1,Premium,3,9.0
"3 BHK Flat for Sale in Ekta Antarix, Chandkheda, Ahmedabad",85.0,1400.0,3.0,3.0,Unfurnished,Agent,"Ekta Antarix, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,254,2,Premium,3,9.0
"1 BHK Flat for Sale in Aarambh Sasvat, Ahmedabad",26.0,702.0,1.0,1.0,Furnished,Owner,"Aarambh Sasvat, Ahmedabad",Ahmedabad,MagicBricks,16,0,Mid-Range,2,2.0
"2 BHK Flat for Sale in Judges Bunglow Road, Ahmedabad",89.0,850.0,2.0,2.0,Furnished,Owner,"Judges Bunglow Road, Ahmedabad",Ahmedabad,MagicBricks,405,0,High-End,1,2.0
"1 BHK Flat for Sale in Abhilasha Heights, Nikol, Ahmedabad",25.0,550.0,1.0,1.0,Semi-Furnished,Owner,"Abhilasha Heights, Nikol, Ahmedabad",Ahmedabad,MagicBricks,39,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Maninagar West, Ahmedabad",80.0,9200.0,3.0,3.0,Unfurnished,Owner,"Maninagar West, Ahmedabad",Ahmedabad,MagicBricks,503,2,Premium,3,9.0
3 BHK Flat for Sale in Ahmedabad,81.0,1185.0,3.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,6.0
"2 BHK Flat for Sale in Jagatpur Road, Ahmedabad",45.0,1000.0,2.0,2.0,Semi-Furnished,Owner,"Jagatpur Road, Ahmedabad",Ahmedabad,MagicBricks,391,1,High-End,1,2.0
"2 BHK Flat for Sale in Nikol, Ahmedabad",55.0,1000.0,2.0,2.0,Furnished,Owner,"Nikol, Ahmedabad",Ahmedabad,MagicBricks,574,0,High-End,1,2.0
"2 BHK Flat for Sale in Neelkanth Pushkar Residency, Nava Naroda, Ahmedabad",45.0,136.0,2.0,2.0,Semi-Furnished,Owner,"Neelkanth Pushkar Residency, Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks,563,1,High-End,1,2.0
"1 BHK Flat for Sale in Manthan 222, Vatva, Ahmedabad",21.5,500.0,1.0,1.0,Semi-Furnished,Owner,"Manthan 222, Vatva, Ahmedabad",Ahmedabad,MagicBricks,509,1,Mid-Range,2,2.0
"2 BHK Flat for Sale in Radhe skyline, Sanand, Ahmedabad",46.0,900.0,2.0,2.0,Furnished,Owner,"Radhe Skyline, Sanand, Ahmedabad",Ahmedabad,MagicBricks,676,0,High-End,1,2.0
"2 BHK Flat for Sale in Shukan Lotus , Sarkhej Gandhinagar Highway, Ahmedabad",59.0,135.0,2.0,2.0,Unfurnished,Owner,"Shukan Lotus , Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,973,2,High-End,1,2.0
"3 BHK Flat for Sale in Sivanta Apartments, Vejalpur, Jivraj park, Ahmedabad",91.5,1469.0,3.0,3.0,Furnished,Owner,"Sivanta Apartments, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,1017,0,Premium,3,9.0
"2 BHK Flat for Sale in Satellite, Ahmedabad",70.2,110.0,2.0,2.0,Unfurnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks,821,2,High-End,1,2.0
"2 BHK Flat for Sale in Associated Vandanam, Gota, Ahmedabad",57.5,623.0,2.0,2.0,Unfurnished,Owner,"Associated Vandanam, Gota, Ahmedabad",Ahmedabad,MagicBricks,138,2,Premium,3,6.0
"2 BHK Flat for Sale in Yash Arian, Memnagar, Ahmedabad",86.0,1188.0,2.0,2.0,Semi-Furnished,Owner,"Yash Arian, Memnagar, Ahmedabad",Ahmedabad,MagicBricks,1205,1,Premium,3,6.0
"3 BHK Flat for Sale in Khodiyar, Ahmedabad",76.0,1140.0,3.0,3.0,Unfurnished,Owner,"Khodiyar, Ahmedabad",Ahmedabad,MagicBricks,444,2,Premium,3,9.0
"3 BHK Flat for Sale in Ashapura Samanvay Scintilla, South Bopal, Bopal, Ahmedabad",1.0,1700.0,3.0,3.0,Unfurnished,Owner,"Ashapura Samanvay Scintilla, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,120,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in Sudarshan Tower, Sola, Ahmedabad",92.0,161.0,3.0,3.0,Furnished,Owner,"Sudarshan Tower, Sola, Ahmedabad",Ahmedabad,MagicBricks,1043,0,Premium,3,9.0
"2 BHK Flat for Sale in Viaan Residency, Vatva, Ahmedabad",45.0,150.0,2.0,2.0,Semi-Furnished,Owner,"Viaan Residency, Vatva, Ahmedabad",Ahmedabad,MagicBricks,1169,1,High-End,1,2.0
3 BHK Flat for Sale in Ahmedabad,57.0,1436.0,3.0,3.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,2,Mid-Range,2,6.0
"2 BHK Flat for Sale in Suncity Apartments, Sector 7 South Bopal, Ahmedabad",55.0,115.0,2.0,2.0,Furnished,Owner,"Suncity Apartments, Sector 7 South Bopal, Ahmedabad",Ahmedabad,MagicBricks,1060,0,High-End,1,2.0
"2 BHK Flat for Sale in Goyal Orchid Whitefield, Makarba Road, Ahmedabad",85.0,1080.0,2.0,2.0,Furnished,Owner,"Goyal Orchid Whitefield, Makarba Road, Ahmedabad",Ahmedabad,MagicBricks,335,0,Premium,3,6.0
1 BHK Flat for Sale in Ahmedabad,38.0,7300.0,1.0,1.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,0,Mid-Range,2,2.0
"1 BHK Flat for Sale in Vastral, Ahmedabad",17.0,535.0,1.0,1.0,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks,1159,0,Mid-Range,2,2.0
"3 BHK Flat for Sale in Rajyash Reeva, Vasna, Ahmedabad",72.0,750.0,3.0,3.0,Semi-Furnished,Owner,"Rajyash Reeva, Vasna, Ahmedabad",Ahmedabad,MagicBricks,691,1,Premium,3,9.0
"3 BHK Flat for Sale in Shivansh Avani Dimora, Chandkheda, Ahmedabad",80.0,1548.0,3.0,3.0,Semi-Furnished,Owner,"Shivansh Avani Dimora, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,926,1,Premium,3,9.0
"3 BHK Flat for Sale in Rococo Earth Rosette, Shilaj, Ahmedabad",1.0,1490.0,3.0,3.0,Semi-Furnished,Owner,"Rococo Earth Rosette, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,721,1,Mid-Range,2,6.0
"3 BHK Flat for Sale in Rajshree Heights, CTM, Amraiwadi, Ahmedabad",55.0,1249.0,3.0,3.0,Semi-Furnished,Owner,"Rajshree Heights, Ctm, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks,687,1,High-End,1,3.0
"1 BHK Flat for Sale in Gokul Platinum, Ghodasar, Ahmedabad",21.0,810.0,1.0,1.0,Furnished,Owner,"Gokul Platinum, Ghodasar, Ahmedabad",Ahmedabad,MagicBricks,319,0,Mid-Range,2,2.0
"1 BHK Flat for Sale in Mahadev Shreenand City 6, Janta Nagar Chandkheda, Ahmedabad",25.0,675.0,1.0,1.0,Semi-Furnished,Owner,"Mahadev Shreenand City 6, Janta Nagar Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,487,1,Mid-Range,2,2.0
