Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source
"2 BHK Flat for Sale in Khokhra, Ahmedabad",4200.0,1090.0,2.0,2.0,Unfurnished,Owner,"Khokhra, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nishant Rosewood Estate, Satellite, Ahmedabad",140.0,1665.0,3.0,3.0,Furnished,Owner,"Nishant Rosewood Estate, Satellite, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",5800.0,631.0,2.0,2.0,Semi-Furnished,Owner,"Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Scarlet Heights, Satellite, Ahmedabad",180.0,2100.0,3.0,3.0,Semi-Furnished,Owner,"Scarlet Heights, Satellite, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Gota, Ahmedabad",4500.0,136.0,2.0,2.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Palladian Greens, Aarohi Club Road, Ahmedabad",5300.0,1197.0,2.0,2.0,Unfurnished,Owner,"Palladian Greens, Aarohi Club Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in JP Iscon Platinum, Bopal, Ahmedabad",110.0,1980.0,2.0,2.0,Semi-Furnished,Owner,"Jp Iscon Platinum, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in KV Satva Shiv Gold, Nikol, Ahmedabad",4600.0,134.0,2.0,2.0,Semi-Furnished,Owner,"Kv Satva Shiv Gold, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in New Naroda, Ahmedabad",5000.0,132.0,2.0,2.0,Semi-Furnished,Owner,"New Naroda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sola, Ahmedabad",7000.0,200.0,2.0,2.0,Furnished,Owner,"Sola, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sadhna Skywalk, Chandkheda, Ahmedabad",5500.0,756.0,2.0,2.0,Semi-Furnished,Agent,"Sadhna Skywalk, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
4 BHK Flat for Sale in Ahmedabad,170.0,319.0,4.0,3.0,Unknown,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Saanvi Nirman Celesta, Ghuma, Ahmedabad",5800.0,1050.0,2.0,2.0,Semi-Furnished,Owner,"Saanvi Nirman Celesta, Ghuma, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Aakash Residency Phase II, Shela, Ahmedabad",5500.0,927.0,2.0,2.0,Semi-Furnished,Owner,"Aakash Residency Phase Ii, Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Samyak 49, Navrangpura, Ahmedabad",225.0,1421.0,3.0,3.0,Furnished,Owner,"Samyak 49, Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vishwanath Maher Homes 3, Shela, Ahmedabad",4590.0,1435.0,3.0,3.0,Unfurnished,Owner,"Vishwanath Maher Homes 3, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in KARMA Ananya Allium, Tragad, Ahmedabad",6700.0,1170.0,2.0,2.0,Furnished,Owner,"Karma Ananya Allium, Tragad, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Gujrat Housing Board, Krishna Nagar Saijpur Bogha, Ahmedabad",3800.0,870.0,1.0,1.0,Furnished,Owner,"Gujrat Housing Board, Krishna Nagar Saijpur Bogha, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Bluvian Nivaasa, Shela, Ahmedabad",7859.999999999999,1750.0,3.0,3.0,Unfurnished,Agent,"Bluvian Nivaasa, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shraddha Pioneer, Hathijan, Ahmedabad",2500.0,128.0,2.0,2.0,Unfurnished,Owner,"Shraddha Pioneer, Hathijan, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nana Chiloda, Ahmedabad",3100.0,1170.0,2.0,2.0,Unfurnished,Owner,"Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Krishna Elegance, Naroda, Ahmedabad",4300.0,110.0,2.0,2.0,Furnished,Owner,"Krishna Elegance, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sudarshan Facing East, Bopal, Ahmedabad",8100.0,3000.0,3.0,3.0,Semi-Furnished,Owner,"Sudarshan Facing East, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vandemataram Empire, Vinzol, Ahmedabad",3000.0,945.0,2.0,2.0,Unfurnished,Owner,"Vandemataram Empire, Vinzol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Motera, Ahmedabad",8500.0,1165.0,3.0,3.0,Semi-Furnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Avalon courtyard, Ghodasar, Ahmedabad",4350.0,945.0,2.0,2.0,Semi-Furnished,Owner,"Avalon Courtyard, Ghodasar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shagun Saral 207, Zundal, Ahmedabad",110.0,300.0,3.0,3.0,Unfurnished,Owner,"Shagun Saral 207, Zundal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Saransh Arth, Vasna, Ahmedabad",6000.0,623.0,2.0,2.0,Furnished,Owner,"Saransh Arth, Vasna, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shypram Parisar, Ognaj, Ahmedabad",8000.0,1683.0,3.0,3.0,Unfurnished,Owner,"Shypram Parisar, Ognaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Imperia Lavish, Zundal, Ahmedabad",6459.999999999999,107.0,3.0,3.0,Unfurnished,Owner,"Imperia Lavish, Zundal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Rashmi Vihar, Narolgam, Ahmedabad",2100.0,650.0,2.0,2.0,Unfurnished,Owner,"Rashmi Vihar, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Zaveri Greens, Jain Nagar Ghuma, Ahmedabad",5850.0,1250.0,2.0,2.0,Unfurnished,Owner,"Zaveri Greens, Jain Nagar Ghuma, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vraj Vihar II, Satellite, Ahmedabad",115.0,1386.0,3.0,3.0,Furnished,Owner,"Vraj Vihar Ii, Satellite, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Rambagh, Ahmedabad",4200.0,8500.0,2.0,2.0,Unfurnished,Owner,"Rambagh, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Naroda, Ahmedabad",6800.0,1050.0,3.0,3.0,Semi-Furnished,Owner,"Naroda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sanand Greens Residency 2, Sanand, Ahmedabad",3200.0,1260.0,2.0,2.0,Unfurnished,Owner,"Sanand Greens Residency 2, Sanand, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Radhe skyline, Sanand, Ahmedabad",5200.0,1000.0,2.0,2.0,Semi-Furnished,Owner,"Radhe Skyline, Sanand, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shyam Zircon Amora, Motera, Ahmedabad",7780.0,1845.0,3.0,3.0,Unfurnished,Agent,"Shyam Zircon Amora, Motera, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vishal Tower, Prahlad Nagar, Ahmedabad",7500.0,1242.0,2.0,2.0,Semi-Furnished,Agent,"Vishal Tower, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Hansol, Ahmedabad",5500.0,1350.0,2.0,2.0,Furnished,Owner,"Hansol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bhagwat Elegance, Narolgam, Ahmedabad",2800.0,118.0,2.0,2.0,Semi-Furnished,Owner,"Bhagwat Elegance, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Navrangpura, Ahmedabad",100.0,125.0,3.0,3.0,Semi-Furnished,Agent,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Maruti Skylights, Bopal, Ahmedabad",150.0,1530.0,3.0,3.0,Furnished,Owner,"Maruti Skylights, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vaishnodevi Circle, Ahmedabad",125.0,1663.0,3.0,3.0,Unfurnished,Owner,"Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Path Kesar Vatika, Nana Chiloda, Ahmedabad",4750.0,10000.0,2.0,2.0,Furnished,Owner,"Path Kesar Vatika, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Aarya Villa, New Ranip, Ahmedabad",5780.0,1400.0,2.0,2.0,Semi-Furnished,Owner,"Aarya Villa, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Tulsidham Sitaram City, Ranip, Ahmedabad",2600.0,990.0,2.0,2.0,Unfurnished,Owner,"Tulsidham Sitaram City, Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vasna, Ahmedabad",5500.0,623.0,2.0,2.0,Semi-Furnished,Owner,"Vasna, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sangath Silver, Motera, Ahmedabad",150.0,2100.0,3.0,3.0,Semi-Furnished,Owner,"Sangath Silver, Motera, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Merlin Orion, Paldi, Ahmedabad",128.0,1965.0,3.0,3.0,Furnished,Agent,"Merlin Orion, Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Prahlad Nagar, Ahmedabad",110.0,1134.0,3.0,3.0,Unfurnished,Owner,"Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nana Chiloda, Ahmedabad",4200.0,110.0,2.0,2.0,Semi-Furnished,Owner,"Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ghuma Road, Ahmedabad",5700.0,700.0,2.0,2.0,Semi-Furnished,Owner,"Ghuma Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Adani Aster Neo, Vaishnodevi Circle, Ahmedabad",8100.0,1203.0,2.0,2.0,Unfurnished,Owner,"Adani Aster Neo, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",5320.0,1485.0,3.0,3.0,Unfurnished,Owner,"Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vinayak Vikas 84, Nana Chiloda, Ahmedabad",5900.0,2250.0,3.0,3.0,Semi-Furnished,Owner,"Vinayak Vikas 84, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Aaryan Aranyam, Shilaj, Ahmedabad",311.0,2620.0,4.0,3.0,Semi-Furnished,Owner,"Aaryan Aranyam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ashram Road, Ahmedabad",7000.0,1440.0,3.0,3.0,Furnished,Owner,"Ashram Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shanti Nagar Usmanpura, Ahmedabad",5600.0,787.0,2.0,2.0,Furnished,Owner,"Shanti Nagar Usmanpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nirmal Kala, Motera, Ahmedabad",6700.0,763.0,2.0,2.0,Furnished,Owner,"Nirmal Kala, Motera, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Serenity Lavish, Sola, Ahmedabad",132.0,275.0,3.0,3.0,Unfurnished,Owner,"Serenity Lavish, Sola, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Adani Aster, Shantigram, Ahmedabad",7200.0,698.0,2.0,2.0,Unfurnished,Owner,"Adani Aster, Shantigram, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shree Swam, Sola, Ahmedabad",151.0,122.0,3.0,3.0,Furnished,Owner,"Shree Swam, Sola, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sachin Towers, 100 Feet Anand Nagar Road, Ahmedabad",100.0,133.0,3.0,3.0,Furnished,Owner,"Sachin Towers, 100 Feet Anand Nagar Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Prathna Parisar, Naroda, Ahmedabad",4500.0,142.0,2.0,2.0,Furnished,Owner,"Prathna Parisar, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Karnavati Apartment II, Narolgam, Ahmedabad",4000.0,1152.0,2.0,2.0,Furnished,Owner,"Karnavati Apartment Ii, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Dwarkesh Antilia, Motera, Ahmedabad",170.0,2800.0,4.0,3.0,Unfurnished,Owner,"Dwarkesh Antilia, Motera, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Jivan Veera, Vastral, Ahmedabad",110.0,2010.0,3.0,3.0,Furnished,Owner,"Jivan Veera, Vastral, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nathalal Colony, Navrangpura, Ahmedabad",170.0,265.0,3.0,3.0,Furnished,Owner,"Nathalal Colony, Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ashraya 9, New Ranip, Ahmedabad",4700.0,990.0,2.0,2.0,Unfurnished,Owner,"Ashraya 9, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shukan Smile City, New Ranip, Ahmedabad",5700.0,1305.0,2.0,2.0,Unfurnished,Owner,"Shukan Smile City, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sanidhya Flora New Ranip, New Ranip, Ahmedabad",3200.0,765.0,1.0,1.0,Unfurnished,Owner,"Sanidhya Flora New Ranip, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Suryam Elegance, Vastral, Ahmedabad",4500.0,1161.0,2.0,2.0,Semi-Furnished,Owner,"Suryam Elegance, Vastral, Ahmedabad",Ahmedabad,MagicBricks
3 BHK Flat for Sale in Ahmedabad,9900.0,180.0,3.0,3.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in New CG Road, Ahmedabad",6000.0,160.0,3.0,3.0,Furnished,Owner,"New Cg Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Naroda, Ahmedabad",2800.0,118.0,2.0,2.0,Unfurnished,Owner,"Naroda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nirnay Nagar, Ahmedabad",8500.0,1150.0,3.0,3.0,Furnished,Owner,"Nirnay Nagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Zundal, Ahmedabad",6450.0,142.0,2.0,2.0,Furnished,Owner,"Zundal, Ahmedabad",Ahmedabad,MagicBricks
1 BHK Flat for Sale in Ahmedabad,3000.0,7000.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sanidhya Flora New Ranip, New Ranip, Ahmedabad",5300.0,710.0,2.0,2.0,Furnished,Owner,"Sanidhya Flora New Ranip, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shela, Ahmedabad",5500.0,759.0,2.0,2.0,Unfurnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Pandav Sunway Residancy, Nikol, Ahmedabad",6300.0,191.0,3.0,3.0,Unfurnished,Owner,"Pandav Sunway Residancy, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Naroda Road, Ahmedabad",5100.0,900.0,3.0,3.0,Furnished,Owner,"Naroda Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sarjan Tower, Memnagar, Ahmedabad",6500.0,1400.0,3.0,3.0,Semi-Furnished,Owner,"Sarjan Tower, Memnagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Pramukh Park, Naranpura, Ahmedabad",6500.0,112.0,2.0,2.0,Furnished,Owner,"Pramukh Park, Naranpura, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Avirat Silver Luxuria, Jagatpur, Ahmedabad",205.0,4150.0,4.0,3.0,Unfurnished,Agent,"Avirat Silver Luxuria, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Harvi Helios, Sector 7 South Bopal, Ahmedabad",8500.0,1006.0,3.0,3.0,Unfurnished,Owner,"Harvi Helios, Sector 7 South Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in New Naroda, Ahmedabad",2300.0,532.0,2.0,2.0,Unfurnished,Owner,"New Naroda, Ahmedabad",Ahmedabad,MagicBricks
"5 BHK Flat for Sale in Sahil The Mango, Hanspura, Naroda, Ahmedabad",200.0,651.0,5.0,3.0,Unfurnished,Owner,"Sahil The Mango, Hanspura, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Platinum Elegance, Vinzol, Ahmedabad",3700.0,1125.0,2.0,2.0,Semi-Furnished,Owner,"Platinum Elegance, Vinzol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Satej Homes, Vatva, Ahmedabad",1930.0,536.0,2.0,2.0,Semi-Furnished,Owner,"Satej Homes, Vatva, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Laxmi Sky City, Kathwada, Ahmedabad",5500.0,2050.0,3.0,3.0,Semi-Furnished,Owner,"Laxmi Sky City, Kathwada, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Devnandan Sankalp City, Naroda, Ahmedabad",1700.0,7000.0,1.0,1.0,Unfurnished,Owner,"Devnandan Sankalp City, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Prerna Shikhar Appartments, Bodakdev, Ahmedabad",195.0,2070.0,3.0,3.0,Furnished,Owner,"Prerna Shikhar Appartments, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Jagatpur, Ahmedabad",5990.0,5800.0,2.0,2.0,Furnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Tulsi Shyam Saanvi, Chandkheda, Ahmedabad",6500.0,210.0,3.0,3.0,Unfurnished,Owner,"Tulsi Shyam Saanvi, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sharanam 11, Ramdev Nagar, Ahmedabad",140.0,1100.0,3.0,3.0,Furnished,Owner,"Sharanam 11, Ramdev Nagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Serenity Shivam, South Bopal, Bopal, Ahmedabad",7180.0,1795.0,3.0,3.0,Unfurnished,Agent,"Serenity Shivam, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,4500.0,980.0,2.0,2.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Goyal Orchid Regal, Sanand Sarkhej Road, Ahmedabad",142.0,2332.0,3.0,3.0,Unfurnished,Owner,"Goyal Orchid Regal, Sanand Sarkhej Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",5360.0,165.0,3.0,3.0,Unfurnished,Owner,"Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ishan Heights, Chandkheda, Ahmedabad",9500.0,1100.0,3.0,3.0,Unfurnished,Owner,"Ishan Heights, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Goyal Orchid Paradise, South Bopal, Bopal, Ahmedabad",6100.0,1220.0,2.0,2.0,Unfurnished,Agent,"Goyal Orchid Paradise, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Balvatika, Ahmedabad",100.0,175.0,3.0,3.0,Semi-Furnished,Owner,"Balvatika, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sarkhej Gandhinagar Highway, Ahmedabad",8750.0,129.0,2.0,2.0,Semi-Furnished,Owner,"Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Kavish Karnavati Skylane, New Maninagar, Ahmedabad",8500.0,1960.0,3.0,3.0,Furnished,Owner,"Kavish Karnavati Skylane, New Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in United Serene Elegancy, Ambli, Ahmedabad",110.0,1760.0,3.0,3.0,Unfurnished,Agent,"United Serene Elegancy, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Indraprasth 8, Thaltej, Ahmedabad",270.0,1690.0,3.0,3.0,Furnished,Agent,"Indraprasth 8, Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Tithi Satyamev Vista, Sarkhej Gandhinagar Highway, Ahmedabad",125.0,1224.0,3.0,3.0,Semi-Furnished,Owner,"Tithi Satyamev Vista, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,7100.0,1200.0,2.0,2.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nikol Road, Ahmedabad",2700.0,750.0,2.0,2.0,Unfurnished,Owner,"Nikol Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Dharmadev Project Swaminarayan Park, Ahmedabad",2650.0,150.0,2.0,2.0,Semi-Furnished,Owner,"Dharmadev Project Swaminarayan Park, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Tathya Ashraya 10, Chamunda Nagar New Ranip, Ahmedabad",5950.0,1000.0,3.0,3.0,Semi-Furnished,Owner,"Tathya Ashraya 10, Chamunda Nagar New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sughad, Ahmedabad",4100.0,1179.0,2.0,2.0,Unfurnished,Owner,"Sughad, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shlok Pushkar Gold, Isanpur, Ahmedabad",430.0,160.0,2.0,2.0,Unfurnished,Owner,"Shlok Pushkar Gold, Isanpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Darshan Alok Paradise 2, Vastral, Ahmedabad",4700.0,130.0,2.0,2.0,Unknown,Owner,"Darshan Alok Paradise 2, Vastral, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Indraprasth Drive In, Drive In Road, Ahmedabad",7500.0,2349.0,3.0,3.0,Semi-Furnished,Owner,"Indraprasth Drive In, Drive In Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vishwakarma Vihar, Ahmedabad",230.0,1380.0,3.0,3.0,Unfurnished,Agent,"Vishwakarma Vihar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Paramearth Param Nest, Daskroi, Ahmedabad",7500.0,1422.0,2.0,2.0,Unfurnished,Owner,"Paramearth Param Nest, Daskroi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Motera, Ahmedabad",6200.0,1170.0,2.0,2.0,Semi-Furnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Skylon, Ahmedabad",115.0,1890.0,3.0,3.0,Semi-Furnished,Owner,"Skylon, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Venus Parkland, Vejalpur, Jivraj park, Ahmedabad",5500.0,1242.0,2.0,2.0,Furnished,Owner,"Venus Parkland, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
1 BHK Flat for Sale in Ahmedabad,3900.0,550.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Samvaad Mahogany, Thaltej, Ahmedabad",400.0,3175.0,4.0,4.0,Unfurnished,Agent,"Samvaad Mahogany, Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sangath Pearl, Motera, Ahmedabad",130.0,1600.0,3.0,3.0,Semi-Furnished,Agent,"Sangath Pearl, Motera, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Adarsh Tulip Skyview, Narolgam, Ahmedabad",3700.0,1685.0,2.0,2.0,Unfurnished,Owner,"Adarsh Tulip Skyview, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vastral, Ahmedabad",4500.0,600.0,2.0,2.0,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shyam sundar Residency, Nandej, Ahmedabad",2900.0,990.0,2.0,2.0,Unfurnished,Owner,"Shyam Sundar Residency, Nandej, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Rajvi Residency, Nikol, Ahmedabad",3800.0,900.0,2.0,2.0,Unfurnished,Owner,"Rajvi Residency, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Divyajyot Sarang Lakeview, Vaishnodevi Circle, Ahmedabad",135.0,1287.0,3.0,3.0,Unfurnished,Owner,"Divyajyot Sarang Lakeview, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Chinmay Tower, Gurukul, Ahmedabad",6000.0,125.0,3.0,3.0,Semi-Furnished,Owner,"Chinmay Tower, Gurukul, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in TCC Imperia Vista, Zundal, Ahmedabad",7500.0,1845.0,3.0,3.0,Unfurnished,Owner,"Tcc Imperia Vista, Zundal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Adani Shantigram Waterlily, Vaishnodevi Circle, Ahmedabad",215.0,1347.0,3.0,3.0,Furnished,Owner,"Adani Shantigram Waterlily, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Richmond Grand, Prahlad Nagar, Ahmedabad",9200.0,1485.0,3.0,3.0,Furnished,Owner,"Richmond Grand, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Saar Saayam, Shilaj, Ahmedabad",163.0,1826.0,4.0,3.0,Unfurnished,Owner,"Saar Saayam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
