Property Title,Price,Area,BHK,Bathrooms,Furnishing,Seller Type,Locality,City,Source,Raw_Details,Price_Lakhs,Area_SqFt,Bathroom,Price_Per_SqFt,Area_Category,Property_Type,Price_Segment,Locality_Property_Count,Bathroom_BHK_Ratio,Area_Per_Bedroom,Space_Quality,Furnishing_Encoded,Area_Category_Encoded,Property_Type_Encoded,Price_Segment_Encoded,Space_Quality_Encoded,Is_Top_Locality
"1 BHK Flat for Sale in Shiv Ugati City, Ahmedabad",₹18 Lac,350 sqft,1.0,,Unfurnished,Owner,"Shiv Ugati City, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Updated 1 month ago | Owner: Raju Bhai | 1 BHK Flat for Sale in Shiv Ugati City, Ahmedabad | Shiv Ugati City | Carpet Area | 350 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Unfurnished | Society | Shiv Ugati City | Bathroom | 1 | View Property | ₹ | 18 Lac | Contact Owner | Get Phone No.",18.0,350.0,1.0,5142.857142857143,Small,Studio/1BHK,Budget (< 50L),1,,350.0,Compact,2,3,4,1,0,0
"3 BHK Flat for Sale in Vandemataram Empire, Vinzol, Ahmedabad",₹45.7 Lac,1395 sqft,3.0,,Unfurnished,Owner,"Vandemataram Empire, Vinzol, Ahmedabad",Ahmedabad,MagicBricks,"1 | Photo | Posted: 3 months ago | Owner: bhavin | 3 BHK Flat for Sale in Vandemataram Empire, Vinzol, Ahmedabad | Vandemataram Empire | Super Area | 1395 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Unfurnished | Society | Vandemataram Empire | Bathroom | 3 | Balcony | 2 | This is a well apppointed beautiful Apartment in Vandemataram Empire, Vinzol. Approx 45. 7 Lac is the expected price of the Apartment. This spacious Apartment has an area of 1395 Sq-ft is on floor 2 of 5 floors. Having 3 bedroom and 3 spacious bathrooms, the Apartment is Unfurnished. | View Property | Nearby | Maa Sundhari Super Market | ₹ | 45.7 Lac | ₹ | 3272 per sqft | Contact Owner | Get Phone No.",45.7,1395.0,3.0,3275.9856630824374,Medium,3BHK,Budget (< 50L),3,,465.0,Standard,2,2,1,1,2,0
"2 BHK Flat for Sale in Nikol, Ahmedabad",₹46 Lac,806 sqft,2.0,,Unfurnished,Owner,"Nikol, Ahmedabad",Ahmedabad,MagicBricks,"14 | + | Photos | Posted: 3 months ago | Owner: Denish Sapariya | 2 BHK Flat for Sale in Nikol, Ahmedabad | Carpet Area | 806 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park, Pool, Main Road | Car Parking | 1 Covered, | Bathroom | 2 | Balcony | 2 | East Facing Property | This 2 BHK flat for sale in Nikol, Ahmedabad offers a super area of 1152 sqft and is vaastu compliant with an east-facing orientation, making it the perfect home for a harmonious living experience.::::::Property Specifications ::::::This 2 BHK flat for sale in Nikol, Ahmedabad, offers a super area of 1152 sqft and a carpet area of 806 sqft, providing ample space for a comfortable and modern living experience. Located on the 7th floor of the building, this unfurnished flat offers flexibility in design, allowing you to create the home of your dreams. The property is vaastu compliant and east-facing, ensuring a harmonious and positive living environment.::::::The apartment features two spacious bedrooms, with the master bedroom having an attached bathroom, and the second bathroom serving as a common one. The bathrooms are equipped with both Indian and Western-style fittings, ensuring a mix of traditional and modern comfort.::::::The living area is designed as a spacious living cum dining area, perfect for family gatherings and entertainment. Two balconies, one attached to the bedroom and the other to the living area, offer lovely views and plenty of natural light, overlooking the road and ensuring a fresh, airy ambience.::::::The kitchen is semi-modular, thoughtfully designed for convenience, and includes a piped gas connection and an attached utility area for extra storage. The flooring in the apartment is laid with normal tiles, adding a clean and practical touch.::::::Facilities:::::::The property offers 1 covered parking and 1 open parking. It ensures 24-hour water supply, 100% power backup, and security guard services. CCTVs are installed for safety, and there are 2 lifts for easy access. ::::::Locality:::::::The apartment is located near Adarsh Orchid Residency, making it an ideal choice for families looking for a peaceful yet connected location. Schools, hospitals, and malls are within a 1 km radius, ensuring that all essential services and amenities are easily accessible. Public transport is easily available, with buses and autos frequently available in the area. Additionally, banks and ATMs are close by, making it convenient for daily financial transactions. The metro station is 4 km away, enhancing connectivity to the rest of the city.::::::This property offers a fantastic opportunity to own a spacious and comfortable flat in one of Ahmedabad's prominent localities.:: | View Property | Nearby | Sahitya Business Park | Pancham mall | Deepak School | Maniba Education School | Kanba Hospital | Parikh Hospitals | DMart | DMart | Nikol Bus Stop | ₹ | 46 Lac | ₹ | 3993 per sqft | Contact Owner | Get Phone No.",46.0,806.0,2.0,5707.196029776675,Medium,2BHK,Budget (< 50L),17,,403.0,Standard,2,2,0,1,2,1
"3 BHK Flat for Sale in Saral Thirty, Motera, Ahmedabad",₹1.10 Cr,1200 sqft,3.0,,Furnished,Owner,"Saral Thirty, Motera, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: 3 months ago | Owner: Pravin Dabhi | 3 BHK Flat for Sale in Saral Thirty, Motera, Ahmedabad | Saral Thirty | Carpet Area | 1200 sqft | Status | Ready to Move | Floor | 4 out of 5 | Transaction | Resale | Furnishing | Furnished | facing | North - East | overlooking | Garden/Park, Main Road | Society | Saral Thirty | Ownership | Freehold | Bathroom | 3 | Balcony | 2 | View Property | Nearby | North Plaza | 4D Square Mall, Motera | IDP School | Swastik School | Matis Multispeciality Hospital | Sentara Hospital | S Mall | DMart | Ashok Vihar Bus Stop | Himalaya Zirkon Bus Stop | ₹ | 1.10 Cr | ₹ | 5556 per sqft | Contact Owner | Get Phone No.",110.0,1200.0,3.0,9166.666666666666,Medium,3BHK,Premium (1-2Cr),1,,400.0,Standard,0,2,1,3,2,0
"2 BHK Flat for Sale in Nana Chiloda, Ahmedabad",₹31 Lac,1170 sqft,2.0,,Unfurnished,Owner,"Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,"5 | + | Photos | Updated 4 weeks ago | Owner: Rajput | 2 BHK Flat for Sale in Nana Chiloda, Ahmedabad | Super Area | 1170 sqft | Status | Ready to Move | Floor | 2 out of 7 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | View Property | Nearby | Aaradhya clinic | Maharshi Hospital | Ruby Coach Builders Bus Stop | ₹ | 31 Lac | ₹ | 2650 per sqft | Contact Owner | Get Phone No.",31.0,1170.0,2.0,2649.5726495726494,Medium,2BHK,Budget (< 50L),2,,585.0,Standard,2,2,0,1,2,0
"3 BHK Flat for Sale in Divyapunj Shalom, Chandkheda, Ahmedabad",₹70 Lac,165 sqft,3.0,,Furnished,Owner,"Divyapunj Shalom, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,"1 | Photo | Updated 1 month ago | Owner: prashant saini | 3 BHK Flat for Sale in Divyapunj Shalom, Chandkheda, Ahmedabad | Divyapunj Shalom | Super Area | 165 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Furnished | Society | Divyapunj Shalom | Bathroom | 3 | Multistorey apartment is available for rent. It is a good location property. Please contact for more details. | View Property | Nearby | Anupam Super Market | Krishna Super Market | Gujarat Technological University | Ananya Vidyalaya | SMS Multi-Speciality Hospital | Centra Hospital | Highway Mall | 4D Square Mall | Visat Circle Bus Stop | Manibhadra Tenaments Bus Stop | ₹ | 70 Lac | ₹ | 42424 per sqft | Contact Owner | Get Phone No.",70.0,165.0,3.0,42424.242424242424,Small,3BHK,Affordable (50L-1Cr),1,,55.0,Compact,0,3,1,0,0,0
"2 BHK Flat for Sale in Godrej Garden City Carmel Tower, Sarkhej Gandhinagar Highway, Ahmedabad",₹55 Lac,1150 sqft,2.0,,Semi-Furnished,Owner,"Godrej Garden City Carmel Tower, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: Sep 17, '25 | Owner: anurag m ramani | 2 BHK Flat for Sale in Godrej Garden City Carmel Tower, Sarkhej Gandhinagar Highway, Ahmedabad | Godrej Garden City Carmel Tower | Super Area | 1150 sqft | Status | Ready to Move | Floor | 12 out of 48 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Godrej Garden City Carmel Tower | Bathroom | 2 | Balcony | 3 | View Property | Nearby | Pmg Hospital ( Orthopedic Joint Replacement & Advanced Surgical Center ) | Dev Arc Mall | ₹ | 55 Lac | ₹ | 4783 per sqft | Contact Owner | Get Phone No.",55.0,1150.0,2.0,4782.608695652174,Medium,2BHK,Affordable (50L-1Cr),1,,575.0,Standard,1,2,0,0,2,0
"3 BHK Flat for Sale in Sheladia Eris, Shela, Ahmedabad",₹75 Lac,860 sqft,3.0,,Unfurnished,Owner,"Sheladia Eris, Shela, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Posted: 3 months ago | Owner: apresh tripathi | 3 BHK Flat for Sale in Sheladia Eris, Shela, Ahmedabad | Sheladia Eris | Carpet Area | 860 sqft | Status | Ready to Move | Floor | 13 out of 14 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park, Pool, Main Road | Society | Sheladia Eris | Ownership | Freehold | Car Parking | 1 Open | Bathroom | 3 | Balcony | 1 | East Facing Property | View Property | Nearby | Pihu Fruits and Vegetables Market | Freshqo | Shanti Business School | MICA | ₹ | 75 Lac | ₹ | 4983 per sqft | Contact Owner | Get Phone No.",75.0,860.0,3.0,8720.93023255814,Medium,3BHK,Affordable (50L-1Cr),4,,286.6666666666667,Compact,2,2,1,0,0,0
"2 BHK Flat for Sale in Naranpura, Ahmedabad",₹58 Lac,726 sqft,2.0,,Furnished,Owner,"Naranpura, Ahmedabad",Ahmedabad,MagicBricks,"11 | + | Photos | Updated 1 month ago | Owner: sanket | 2 BHK Flat for Sale in Naranpura, Ahmedabad | Carpet Area | 726 sqft | Status | Ready to Move | Floor | 8 out of 8 | Transaction | Resale | Furnishing | Furnished | overlooking | Main Road | Ownership | Leasehold | Bathroom | 2 | Balcony | 2 | Near by all necessity. | View Property | Nearby | Serenity Square | Allen Career Institute, Naranpura Campus | St.Kabir School | Saviour Hospital | Shastrinagar Bus Stop | Chetainya Society Bus Stop | ₹ | 58 Lac | ₹ | 6784 per sqft | Contact Owner | Get Phone No.",58.0,726.0,2.0,7988.9807162534435,Small,2BHK,Affordable (50L-1Cr),10,,363.0,Compact,0,3,0,0,0,1
"2 BHK Flat for Sale in Vejalpur, Jivraj park, Ahmedabad",₹45 Lac,714 sqft,2.0,,Semi-Furnished,Owner,"Vejalpur, Jivraj park, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Updated 3 weeks ago | Owner: Vivek Kumar | 2 BHK Flat for Sale in Vejalpur, Jivraj park, Ahmedabad | Carpet Area | 714 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park, Pool, Main Road | Ownership | Co-operative Society | Bathroom | 2 | Live life in style with this ample 2 BHK apartment available for sale in Vejalpur, Ahmedabad. Located in a well-developed area, this property offers a perfect blend of comfort, accessibility, and tranquility.Property SpecificationsThis tastefully planned 2 BHK semi-furnished flat offers a functional and comfortable living experience with a carpet area of 565 sq ft, on the 5th floor of a 7-story building. The home is provided with two bedrooms, one with an attached western-style toilet and another common toiletboth for modern comfort. The living-cum-dining space is large and comfortable, along with a walking space for extra comfort.Modular kitchen with piped gas supply and utility space attached to it, best suited for frequent usage. Wardrobes, light points, and ceiling fans complete the flat for moving in. Vitrified tile flooring across the unit provides a sophisticated finish with minimum maintenance. Best suited for a family, the house provides functionality with comfort in a well-connected location.FacilitiesThe facility has open parking space, round-the-clock water supply, and common area power backup for undisturbed comfort. Security comes with a 24-hour on-site security guard and CCTV camera watch across the entire complex. A lift, gym, and designated childrens play area provide a complete living experience.LocalityWell connected along Prahladnagar Road, the property provides perfect connectivity with major amenities within easy accessschools at 1 km, hospitals between 1 to 2 km, and mallssupermarkets at just 1.5 to 2 km. Public transport is readily available, with the nearest metro station just 1.5 km from the property, and banksATMs close by for easy day-to-day use. | View Property | Nearby | Vejalpur Municipal School | Prashant Higher Secondary School | Apollo Hospitals Enterprise Limited | Akshar Hospital | Apm Mall | Family Supermarket | Vastrapur Railway Station | ₹ | 45 Lac | ₹ | 4412 per sqft | Contact Owner | Get Phone No.",45.0,714.0,2.0,6302.5210084033615,Small,2BHK,Budget (< 50L),7,,357.0,Compact,1,3,0,1,0,0
"2 BHK Flat for Sale in Vaishnodevi Circle, Ahmedabad",₹75 Lac,705 sqft,2.0,,Unfurnished,Owner,"Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,"8 | + | Photos | Posted: Sep 16, '25 | Owner: Jignesh Patel | 2 BHK Flat for Sale in Vaishnodevi Circle, Ahmedabad | Carpet Area | 705 sqft | Status | Ready to Move | Floor | 12 out of 12 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | Balcony | 1 | Penthouse is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Shaligram Lakeview | Adani Institute of Infrastructure Management | Hiramani School | KD Hospital | Vaishnodevi Circle Bus Stop | ₹ | 75 Lac | ₹ | 6173 per sqft | Contact Owner | Get Phone No.",75.0,705.0,2.0,10638.297872340425,Small,2BHK,Affordable (50L-1Cr),13,,352.5,Compact,2,3,0,0,0,1
1 BHK Flat for Sale in Ahmedabad,₹18 Lac,630 sqft,1.0,,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,6 | + | Photos | Updated 1 month ago | Owner: mansur khan mansur khan | 1 BHK Flat for Sale in Ahmedabad | Super Area | 630 sqft | Status | Ready to Move | Floor | 1 out of 5 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 1 | View Property | ₹ | 18 Lac | ₹ | 2857 per sqft | Contact Owner | Get Phone No.,18.0,630.0,1.0,2857.1428571428573,Small,Studio/1BHK,Budget (< 50L),147,,630.0,Spacious,2,3,4,1,1,1
"2 BHK Flat for Sale in Sagar Samrat Satellite, Shyamal Cross Road, Ahmedabad",₹60 Lac,1080 sqft,2.0,,Semi-Furnished,Owner,"Sagar Samrat Satellite, Shyamal Cross Road, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Updated 3 weeks ago | Owner: Yashvi Soni | 2 BHK Flat for Sale in Sagar Samrat Satellite, Shyamal Cross Road, Ahmedabad | Sagar Samrat Satellite | Super Area | 1080 sqft | Status | Ready to Move | Floor | 8 out of 10 | Transaction | Resale | Furnishing | Semi-Furnished | facing | South | overlooking | Main Road | Society | Sagar Samrat Satellite | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Don Bosco English School | ₹ | 60 Lac | ₹ | 5556 per sqft | Contact Owner | Get Phone No.",60.0,1080.0,2.0,5555.555555555556,Medium,2BHK,Affordable (50L-1Cr),1,,540.0,Standard,1,2,0,0,2,0
"2 BHK Flat for Sale in Evergreen Jaldhara Residency, Daskroi, Ahmedabad",₹60 Lac,837 sqft,2.0,,Unfurnished,Owner,"Evergreen Jaldhara Residency, Daskroi, Ahmedabad",Ahmedabad,MagicBricks,"16 | + | Photos | Posted: 3 months ago | Owner: jatin | 2 BHK Flat for Sale in Evergreen Jaldhara Residency, Daskroi, Ahmedabad | Evergreen Jaldhara Residency | Carpet Area | 837 sqft | Status | Ready to Move | Floor | 2 out of 10 | Transaction | New Property | Furnishing | Unfurnished | facing | South | overlooking | Garden/Park | Society | Evergreen Jaldhara Residency | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | Newly Constructed Property | View Property | ₹ | 60 Lac | ₹ | 3922 per sqft | Contact Owner | Get Phone No.",60.0,837.0,2.0,7168.458781362007,Medium,2BHK,Affordable (50L-1Cr),1,,418.5,Standard,2,2,0,0,2,0
"3 BHK Flat for Sale in Zaveri Greens, South Bopal, Bopal, Ahmedabad",₹76 Lac,940 sqft,3.0,,Unfurnished,Owner,"Zaveri Greens, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,"30 | + | Photos | Updated 4 weeks ago | Owner: Swati Padiyar | 3 BHK Flat for Sale in Zaveri Greens, South Bopal, Bopal, Ahmedabad | Zaveri Greens | Carpet Area | 940 sqft | Status | Ready to Move | Floor | 5 out of 13 | Transaction | New Property | Furnishing | Unfurnished | facing | East | overlooking | Main Road | Society | Zaveri Greens | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | East Facing Property | Newly Constructed Property | facing road, so nothing can be constructed then and proper air circulation | View Property | Nearby | Green Grocers | Parul Institute of Applied Sciences and Research | Galaxy Hospital - Multispeciality Hospital | Daffodils Plaza | Balaji super market | ₹ | 76 Lac | ₹ | 4967 per sqft | Contact Owner | Get Phone No.",76.0,940.0,3.0,8085.106382978724,Medium,3BHK,Affordable (50L-1Cr),1,,313.3333333333333,Compact,2,2,1,0,0,0
"2 BHK Flat for Sale in Nava Naroda, Ahmedabad",₹36 Lac,743 sqft,2.0,,Unfurnished,Owner,"Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: 3 months ago | Owner: Jignesh shukla | 2 BHK Flat for Sale in Nava Naroda, Ahmedabad | Carpet Area | 743 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Unfurnished | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 2 | Discover a charming 2 BHK flat for sale in Nava Naroda, Ahmedabad, offering a comfortable and well-connected living space. Ideal for families or individuals looking for a convenient location with easy access to key amenities and transportation.::::::Property Specifications ::::::This spacious 2 BHK flat offers a comfortable living experience with a carpet area of 118 sq. yards, located on the 6th floor of a well-maintained 7-story building. The property is unfurnished, providing the flexibility to design and furnish the space according to your preferences. The flat includes 2 cozy bedrooms, each with an attached bathroom—one featuring an Indian-style toilet and the other a Western-style, both with geyser points. A balcony is attached to the living area, offering a delightful view of the main road. The living cum dining area is designed to provide ample space for family gatherings and relaxation.::::::The kitchen is equipped with basic facilities, including a piped gas connection, and a utility area is conveniently located next to the kitchen for extra storage or washing needs. The entire flat is Vaastu compliant, ensuring positive energy flows throughout the space. The flooring is made of vitrified tiles, adding durability and elegance to the interiors. This flat is a perfect choice for anyone seeking a well-connected, functional, and customizable living space in a prime location. Ideal for families or working professionals, this flat offers the perfect blend of comfort and convenience.::::::Facilities ::::::The property offers a range of essential facilities to ensure a comfortable and secure living experience. It comes with covered parking to keep your vehicle safe. 24-hour water supply is available, ensuring you have access to water at all times. The building also provides 100% power backup, so you won’t have to worry about power cuts. For added security, a security guard is available on-site, along with CCTV cameras installed throughout the property for surveillance. Two lifts are provided for easy access to all floors, ensuring convenience for all residents. ::::::Locality ::::::The property is located in a well-connected and thriving locality, with Mewada Green Party Plot serving as a key landmark. It is surrounded by essential amenities for convenience and comfort, with schools, hospitals, and malls/supermarkets all available within a 1 km radius. Public transport options, including buses and autos, are easily accessible, ensuring seamless travel. Banks and ATMs are also nearby, adding to the convenience of the location. For those who rely on train travel, the railway station is situated approximately 8 to 10 km away, while the metro station is just 4 km from the property, further enhancing connectivity to other parts of the city. The locality offers a blend of residential comfort and excellent accessibility to key services. | View Property | Nearby | Q MART | Sarva Platinum | R.p.vasani International School | Sahjanand School | Sunrise Hospital | Ankur Maternity Home & Clinic | Laxmi Villa Mall | Naroda St Workshop | Haridarshan Cross Road Bus Stop | ₹ | 36 Lac | ₹ | 3390 per sqft | Contact Owner | Get Phone No.",36.0,743.0,2.0,4845.222072678331,Small,2BHK,Budget (< 50L),4,,371.5,Compact,2,3,0,1,0,0
"2 BHK Flat for Sale in Bhairavnath Road, Ahmedabad",₹60 Lac,1300 sqft,2.0,,Furnished,Owner,"Bhairavnath Road, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: Sep 10, '25 | Owner: Gira Dewang Shah | 2 BHK Flat for Sale in Bhairavnath Road, Ahmedabad | Super Area | 1300 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Furnished | Bathroom | 2 | View Property | ₹ | 60 Lac | ₹ | 4615 per sqft | Contact Owner | Get Phone No.",60.0,1300.0,2.0,4615.384615384615,Medium,2BHK,Affordable (50L-1Cr),2,,650.0,Spacious,0,2,0,0,1,0
3 BHK Flat for Sale in Ahmedabad,₹1.50 Cr,1600 sqft,3.0,,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,13 | + | Photos | Updated 1 month ago | Owner: Chirag Talaviya | 3 BHK Flat for Sale in Ahmedabad | Carpet Area | 1600 sqft | Status | Ready to Move | Floor | 2 out of 7 | Transaction | Resale | Furnishing | Furnished | Bathroom | 3 | View Property | ₹ | 1.50 Cr | ₹ | 5556 per sqft | Contact Owner | Get Phone No.,150.0,1600.0,3.0,9375.0,Large,3BHK,Premium (1-2Cr),147,,533.3333333333334,Standard,0,1,1,3,2,1
"2 BHK Flat for Sale in Isanpur, Ahmedabad",₹40 Lac,819 sqft,2.0,,Semi-Furnished,Owner,"Isanpur, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Posted: 3 months ago | Owner: shivshanker sharma | 2 BHK Flat for Sale in Isanpur, Ahmedabad | Carpet Area | 819 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | This spacious Multistorey Apartment is located at 3rd floor in a tower of total 4 floors. The age of construction for this Multistorey Apartment is between 10 to 15 years. | View Property | Nearby | Radhe Kishan Business Park | Ganpati Super Market | Image English School | The Lotus School | Ratan Hospital | Ratan Multi-Speciality Hospital | Bhawana Shopping Centre | Isanpur Bus Stop | ₹ | 40 Lac | ₹ | 3419 per sqft | Contact Owner | Get Phone No.",40.0,819.0,2.0,4884.004884004884,Medium,2BHK,Budget (< 50L),4,,409.5,Standard,1,2,0,1,2,0
"2 BHK Flat for Sale in Silver Flora, Vasna, Ahmedabad",₹65 Lac,790 sqft,2.0,,Furnished,Owner,"Silver Flora, Vasna, Ahmedabad",Ahmedabad,MagicBricks,"12 | + | Photos | Posted: 3 months ago | Owner: Sandip Thakkar | 2 BHK Flat for Sale in Silver Flora, Vasna, Ahmedabad | Silver Flora | Carpet Area | 790 sqft | Status | Ready to Move | Floor | 2 out of 9 | Transaction | Resale | Furnishing | Furnished | facing | East | Society | Silver Flora | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | East Facing Property | Multistorey apartment is available for sale. Big rooms, prime location, well maintained. | View Property | Nearby | Ahmedabad Arts and Commerce College | Ruth Memorial School | Jivandeep Hospital | Amar Flats Bus Stop | APMC Metro Station | ₹ | 65 Lac | ₹ | 5350 per sqft | Contact Owner | Get Phone No.",65.0,790.0,2.0,8227.848101265823,Small,2BHK,Affordable (50L-1Cr),1,,395.0,Compact,0,3,0,0,0,0
"2 BHK Flat for Sale in Sun Atmosphere, Shela, Ahmedabad",₹62 Lac,968 sqft,2.0,,Semi-Furnished,Owner,"Sun Atmosphere, Shela, Ahmedabad",Ahmedabad,MagicBricks,"70 | + | Photos | Updated 1 month ago | Owner: Dilip Ghedia | 2 BHK Flat for Sale in Sun Atmosphere, Shela, Ahmedabad | Sun Atmosphere | Carpet Area | 968 sqft | Status | Ready to Move | Floor | 4 out of 14 | Transaction | Resale | Furnishing | Semi-Furnished | facing | West | overlooking | Garden/Park | Society | Sun Atmosphere | Ownership | Co-operative Society | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Pihu Fruits and Vegetables Market | Freshqo | Shanti Asiatic School | Shanti Business School | ₹ | 62 Lac | ₹ | 5049 per sqft | Contact Owner | Get Phone No.",62.0,968.0,2.0,6404.9586776859505,Medium,2BHK,Affordable (50L-1Cr),5,,484.0,Standard,1,2,0,0,2,0
"3 BHK Flat for Sale in Savvy Swaraj Phase 2, Jagatpur Road, Ahmedabad",₹1.20 Cr,1730 sqft,3.0,,Furnished,Owner,"Savvy Swaraj Phase 2, Jagatpur Road, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Updated 3 months ago | Owner: Shivani | 3 BHK Flat for Sale in Savvy Swaraj Phase 2, Jagatpur Road, Ahmedabad | Savvy Swaraj Phase 2 | Carpet Area | 1730 sqft | Status | Ready to Move | Floor | 11 out of 14 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Main Road, Pool, Garden/Park | Society | Savvy Swaraj Phase 2 | Ownership | Power Of Attorney | Car Parking | 1 Covered, | Bathroom | 3 | Balcony | 2 | East Facing Property | FLOORING Vitrified flooring in all areasKITCHEN Mirror polished granite platform with dado in glazed tiles up to lintel level and SS sinkDOOR WINDOWDecorative main entrance door with wooden frame and all other doors with wooden flush door shutters SS brass fitting. All windows anodized aluminum with safety grills.TOILET Flooring of glazed tiles with dado up to the lintel level and European type WC pan in toilet with dual flush tank. All bathrooms with standard quality CP fittings with wall mixers.ELECTRIFICATION Single phase concealed ISI copper wiring with adequate numbers | View Property | Nearby | Ananta Space | Shiv Orthopedic Dental Hospital | ₹ | 1.20 Cr | ₹ | 6316 per sqft | Contact Owner | Get Phone No.",120.0,1730.0,3.0,6936.416184971098,Large,3BHK,Premium (1-2Cr),1,,576.6666666666666,Standard,0,1,1,3,2,0
"2 BHK Flat for Sale in Gota, Ahmedabad",₹80 Lac,1675 sqft,2.0,,Semi-Furnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,"14 | + | Photos | Posted: Sep 17, '25 | Owner: Manali | 2 BHK Flat for Sale in Gota, Ahmedabad | Carpet Area | 1675 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Aai ji super market | Central Point | Shayona International School | SMT K N Patel International School | Sunrise Hospital | Rudram Hospital | P Square Movieplex | Melady Estate | Vandematram Arcade | ₹ | 80 Lac | ₹ | 3342 per sqft | Contact Owner | Get Phone No.",80.0,1675.0,2.0,4776.119402985075,Large,2BHK,Affordable (50L-1Cr),18,,837.5,Very Spacious,1,1,0,0,3,1
"2 BHK Flat for Sale in Godrej Green Glades, Jagatpur, Ahmedabad",₹48.5 Lac,625 sqft,2.0,,Semi-Furnished,Owner,"Godrej Green Glades, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Updated 4 weeks ago | Owner: Hitarth Doctor | 2 BHK Flat for Sale in Godrej Green Glades, Jagatpur, Ahmedabad | Godrej Green Glades | Super Area | 625 sqft | Status | Ready to Move | Floor | 13 out of 23 | Transaction | Resale | Furnishing | Semi-Furnished | facing | West | Society | Godrej Green Glades | Bathroom | 2 | Pls call me on nine one zero 66 four seven eight two six | View Property | Nearby | Global Indian International School | ₹ | 48.5 Lac | ₹ | 7760 per sqft | Contact Owner | Get Phone No.",48.5,625.0,2.0,7760.0,Small,2BHK,Budget (< 50L),7,,312.5,Compact,1,3,0,1,0,0
"2 BHK Flat for Sale in Serene Lifestyle, Chandlodiya, Ahmedabad",₹65 Lac,1350 sqft,2.0,,Furnished,Owner,"Serene Lifestyle, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Updated 1 month ago | Owner: Meghna Chapla | 2 BHK Flat for Sale in Serene Lifestyle, Chandlodiya, Ahmedabad | Serene Lifestyle | Super Area | 1350 sqft | Status | Ready to Move | Floor | 5 out of 5 | Transaction | Resale | Furnishing | Furnished | Society | Serene Lifestyle | Bathroom | 2 | View Property | Nearby | Sholk Infinity | Vandemataram Vegetable Market | Chandlodiya Primary School | Woodland School | Madhav Hospital | Samta Hospital | ₹ | 65 Lac | ₹ | 4815 per sqft | Contact Owner | Get Phone No.",65.0,1350.0,2.0,4814.814814814815,Medium,2BHK,Affordable (50L-1Cr),1,,675.0,Spacious,0,2,0,0,1,0
